Name,Type,Set,Set No.,Color,Sub-Type
Gengar Spirit Link,Trainer,Phantom Forces,97,0,Pokémon Tool
Enhanced Hammer,Trainer,Phantom Forces,96,0,Item
Dimension Valley,Trainer,Phantom Forces,95,0,Stadium
Battle Compressor Team Flare Gear,Trainer,Phantom Forces,94,0,Item
AZ,Trainer,Phantom Forces,93,0,Supporter
Furfrou,Pokémon,Phantom Forces,92,{C},0
Fletchling,Pokémon,Phantom Forces,91,{C},0
Diggersby,Pokémon,Phantom Forces,90,{C},0
Bunnelby,Pokémon,Phantom Forces,89,{C},0
Regigigas,Pokémon,Phantom Forces,88,{C},0
Exploud,Pokémon,Phantom Forces,87,{C},0
Loudred,Pokémon,Phantom Forces,86,{C},0
Whismur,Pokémon,Phantom Forces,85,{C},0
Girafarig,Pokémon,Phantom Forces,84,{C},0
Blissey,Pokémon,Phantom Forces,83,{C},0
Chansey,Pokémon,Phantom Forces,82,{C},0
Fearow,Pokémon,Phantom Forces,81,{C},0
Spearow,Pokémon,Phantom Forces,80,{C},0
Goodra,Pokémon,Phantom Forces,79,{N},0
Sliggoo,Pokémon,Phantom Forces,78,{N},0
Goomy,Pokémon,Phantom Forces,77,{N},0
Hydreigon,Pokémon,Phantom Forces,76,{N},0
Zweilous,Pokémon,Phantom Forces,75,{N},0
Deino,Pokémon,Phantom Forces,74,{N},0
Diancie,Pokémon,Phantom Forces,73,{Y},0
Dedenne,Pokémon,Phantom Forces,72,{Y},0
Slurpuff,Pokémon,Phantom Forces,71,{Y},0
Swirlix,Pokémon,Phantom Forces,70,{Y},0
Florges-EX,Pokémon,Phantom Forces,69,{Y},0
Klefki,Pokémon,Phantom Forces,68,{M},0
Aegislash-EX,Pokémon,Phantom Forces,66,{M},0
Escavalier,Pokémon,Phantom Forces,65,{M},0
Heatran,Pokémon,Phantom Forces,64,{M},0
Dialga-EX,Pokémon,Phantom Forces,63,{M},0
Bronzong,Pokémon,Phantom Forces,62,{M},0
Bronzor,Pokémon,Phantom Forces,61,{M},0
Skarmory,Pokémon,Phantom Forces,60,{M},0
Malamar-EX,Pokémon,Phantom Forces,59,{D},0
Liepard,Pokémon,Phantom Forces,58,{D},0
Purrloin,Pokémon,Phantom Forces,57,{D},0
Spiritomb,Pokémon,Phantom Forces,56,{D},0
Mightyena,Pokémon,Phantom Forces,55,{D},0
Poochyena,Pokémon,Phantom Forces,54,{D},0
Honchkrow,Pokémon,Phantom Forces,53,{D},0
Murkrow,Pokémon,Phantom Forces,52,{D},0
Gigalith,Pokémon,Phantom Forces,51,{F},0
Probopass,Pokémon,Primal Clash,95,{M},0
M Aggron-EX,Pokémon,Primal Clash,94,{M},0
Aggron-EX,Pokémon,Primal Clash,93,{M},0
Crawdaunt,Pokémon,Primal Clash,92,{D},0
Sharpedo-EX,Pokémon,Primal Clash,91,{D},0
Diggersby,Pokémon,Primal Clash,90,{F},0
Drilbur,Pokémon,Primal Clash,89,{F},0
Hippowdon,Pokémon,Primal Clash,88,{F},0
Hippopotas,Pokémon,Primal Clash,87,{F},0
Primal Groudon-EX,Pokémon,Primal Clash,86,{F},0
Groudon-EX,Pokémon,Primal Clash,85,{F},0
Groudon,Pokémon,Primal Clash,84,{F},0
Solrock,Pokémon,Primal Clash,83,{F},0
Trapinch,Pokémon,Primal Clash,82,{F},0
Medicham,Pokémon,Primal Clash,81,{F},0
Medicham,Pokémon,Primal Clash,80,{F},0
Meditite,Pokémon,Primal Clash,79,{F},0
Nosepass,Pokémon,Primal Clash,78,{F},0
Rhyperior,Pokémon,Primal Clash,77,{F},0
Rhyperior,Pokémon,Primal Clash,76,{F},0
Rhydon,Pokémon,Primal Clash,75,{F},0
Rhyhorn,Pokémon,Primal Clash,74,{F},0
Starmie,Pokémon,Primal Clash,73,{P},0
Tentacruel,Pokémon,Primal Clash,72,{P},0
Tentacool,Pokémon,Primal Clash,71,{P},0
Tentacool,Pokémon,Primal Clash,70,{P},0
Nidoqueen,Pokémon,Primal Clash,69,{P},0
Nidoqueen,Pokémon,Primal Clash,68,{P},0
Nidorina,Pokémon,Primal Clash,67,{P},0
Nidoran Female,Pokémon,Primal Clash,66,{P},0
Eelektross,Pokémon,Primal Clash,65,{L},0
Eelektrik,Pokémon,Primal Clash,64,{L},0
Eelektrik,Pokémon,Primal Clash,63,{L},0
Tynamo,Pokémon,Primal Clash,62,{L},0
Manectric,Pokémon,Primal Clash,61,{L},0
Electrike,Pokémon,Primal Clash,60,{L},0
Electrike,Pokémon,Primal Clash,59,{L},0
Lanturn,Pokémon,Primal Clash,58,{L},0
Chinchou,Pokémon,Primal Clash,57,{L},0
Manaphy,Pokémon,Primal Clash,56,{W},0
Primal Kyogre-EX,Pokémon,Primal Clash,55,{W},0
Kyogre-EX,Pokémon,Primal Clash,54,{W},0
Kyogre,Pokémon,Primal Clash,53,{W},0
Gorebyss,Pokémon,Primal Clash,52,{W},0
Gorebyss,Pokémon,Primal Clash,51,{W},0
Huntail,Pokémon,Primal Clash,50,{W},0
Clamperl,Pokémon,Primal Clash,49,{W},0
Walrein,Pokémon,Primal Clash,48,{W},0
Sealeo,Pokémon,Primal Clash,47,{W},0
Spheal,Pokémon,Primal Clash,46,{W},0
Spheal,Pokémon,Primal Clash,45,{W},0
Gallade-EX,Pokémon,XY Promos,45,{P},0
M Diancie-EX,Pokémon,XY Promos,44,{Y},0
Milotic,Pokémon,Primal Clash,44,{W},0
Feebas,Pokémon,Primal Clash,43,{W},0
Diancie-EX,Pokémon,XY Promos,43,{Y},0
Groudon-EX,Pokémon,XY Promos,42,{F},0
Corphish,Pokémon,Primal Clash,42,{W},0
Kyogre-EX,Pokémon,XY Promos,41,{W},0
Whiscash,Pokémon,Primal Clash,41,{W},0
Goomy,Pokémon,Flashfire,72,{N},0
Dragalge,Pokémon,Flashfire,71,{N},0
Druddigon,Pokémon,Flashfire,70,{N},0
M Charizard-EX,Pokémon,Flashfire,69,{N},0
Carbink,Pokémon,Flashfire,68,{Y},0
Spritzee,Pokémon,Flashfire,67,{Y},0
Florges,Pokémon,Flashfire,66,{Y},0
Floette,Pokémon,Flashfire,65,{Y},0
Floette,Pokémon,Flashfire,64,{Y},0
Flabébé,Pokémon,Flashfire,63,{Y},0
Flabébé,Pokémon,Flashfire,62,{Y},0
Durant,Pokémon,Flashfire,61,{M},0
Forretress,Pokémon,Flashfire,60,{M},0
Scrafty,Pokémon,Flashfire,59,{D},0
Scraggy,Pokémon,Flashfire,58,{D},0
Krokorok,Pokémon,Flashfire,57,{D},0
Sandile,Pokémon,Flashfire,56,{D},0
Skuntank,Pokémon,Flashfire,55,{D},0
Stunky,Pokémon,Flashfire,54,{D},0
Stunky,Pokémon,Flashfire,53,{D},0
Weavile,Pokémon,Flashfire,52,{D},0
Sneasel,Pokémon,Flashfire,51,{D},0
Sneasel,Pokémon,Flashfire,50,{D},0
Barbaracle,Pokémon,Flashfire,49,{F},0
Binacle,Pokémon,Flashfire,48,{F},0
Golem,Pokémon,Flashfire,47,{F},0
Graveler,Pokémon,Flashfire,46,{F},0
Geodude,Pokémon,Flashfire,45,{F},0
Skrelp,Pokémon,Flashfire,44,{P},0
Meowstic,Pokémon,Flashfire,43,{P},0
Espurr,Pokémon,Flashfire,42,{P},0
Toxicroak-EX,Pokémon,Flashfire,41,{P},0
Dusknoir,Pokémon,Flashfire,40,{P},0
Dusclops,Pokémon,Flashfire,39,{P},0
Duskull,Pokémon,Flashfire,38,{P},0
Heliolisk,Pokémon,Flashfire,37,{L},0
Helioptile,Pokémon,Flashfire,36,{L},0
Magnezone-EX,Pokémon,Flashfire,35,{L},0
Luxray,Pokémon,Flashfire,34,{L},0
Luxio,Pokémon,Flashfire,33,{L},0
Shinx,Pokémon,Flashfire,32,{L},0
Avalugg,Pokémon,Flashfire,31,{W},0
Bergmite,Pokémon,Flashfire,30,{W},0
Floatzel,Pokémon,Flashfire,29,{W},0
Buizel,Pokémon,Flashfire,28,{W},0
Luvdisc,Pokémon,Flashfire,27,{W},0
Walrein,Pokémon,Flashfire,26,{W},0
Sealeo,Pokémon,Flashfire,25,{W},0
Spheal,Pokémon,Flashfire,24,{W},0
Milotic,Pokémon,Flashfire,23,{W},0
Feebas,Pokémon,Flashfire,22,{W},0
Qwilfish,Pokémon,Flashfire,21,{W},0
Pyroar,Pokémon,Flashfire,20,{R},0
Litleo,Pokémon,Flashfire,19,{R},0
Litleo,Pokémon,Flashfire,18,{R},0
Fletchinder,Pokémon,Flashfire,17,{R},0
Torkoal,Pokémon,Flashfire,16,{R},0
Rapidash,Pokémon,Flashfire,15,{R},0
Ponyta,Pokémon,Flashfire,14,{R},0
M Charizard-EX,Pokémon,Flashfire,13,{R},0
Boldore,Pokémon,Phantom Forces,50,{F},0
Roggenrola,Pokémon,Phantom Forces,49,{F},0
Gliscor,Pokémon,Phantom Forces,48,{F},0
Gligar,Pokémon,Phantom Forces,47,{F},0
Gourgeist,Pokémon,Phantom Forces,46,{P},0
Pumpkaboo,Pokémon,Phantom Forces,45,{P},0
Chandelure,Pokémon,Phantom Forces,44,{P},0
Lampent,Pokémon,Phantom Forces,43,{P},0
Litwick,Pokémon,Phantom Forces,42,{P},0
Musharna,Pokémon,Phantom Forces,41,{P},0
Munna,Pokémon,Phantom Forces,40,{P},0
Swalot,Pokémon,Phantom Forces,39,{P},0
Gulpin,Pokémon,Phantom Forces,38,{P},0
Wobbuffet,Pokémon,Phantom Forces,37,{P},0
M Gengar-EX,Pokémon,Phantom Forces,36,{P},0
Gengar-EX,Pokémon,Phantom Forces,35,{P},0
Crobat,Pokémon,Phantom Forces,34,{P},0
Trevor,Trainer,XY Promos,33,0,Supporter
Golbat,Pokémon,Phantom Forces,33,{P},0
Yveltal,Pokémon,XY Promos,32,{D},0
Xerneas,Pokémon,XY Promos,31,{Y},0
Zubat,Pokémon,Phantom Forces,32,{P},0
Heliolisk,Pokémon,Phantom Forces,31,{L},0
Blastoise-EX,Pokémon,XY Promos,30,{W},0
Helioptile,Pokémon,Phantom Forces,30,{L},0
Charizard-EX,Pokémon,XY Promos,29,{R},0
Helioptile,Pokémon,Phantom Forces,29,{L},0
Venusaur-EX,Pokémon,XY Promos,28,{G},0
Champions Festival,Trainer,XY Promos,27,0,Stadium
Galvantula,Pokémon,Phantom Forces,28,{L},0
Joltik,Pokémon,Phantom Forces,27,{L},0
Pachirisu,Pokémon,Phantom Forces,26,{L},0
Greninja,Pokémon,XY Promos,24,{D},0
M Manectric-EX,Pokémon,Phantom Forces,24,{L},0
Shiftry,Pokémon,XY Promos,23,{G},0
Manectric-EX,Pokémon,Phantom Forces,23,{L},0
Darkrai,Pokémon,XY Promos,22,{D},0
Alomomola,Pokémon,Phantom Forces,22,{W},0
Jellicent,Pokémon,Phantom Forces,21,{W},0
Bronzong,Pokémon,XY Promos,21,{M},0
Frillish,Pokémon,Phantom Forces,20,{W},0
Lumineon,Pokémon,Phantom Forces,19,{W},0
Finneon,Pokémon,Phantom Forces,18,{W},0
Feraligatr,Pokémon,Phantom Forces,17,{W},0
Gogoat,Pokémon,XY Promos,16,{G},0
Croconaw,Pokémon,Phantom Forces,16,{W},0
Totodile,Pokémon,Phantom Forces,15,{W},0
Kingler,Pokémon,Phantom Forces,14,{W},0
Trevenant,Pokémon,XY Promos,14,{P},0
Krabby,Pokémon,Phantom Forces,13,{W},0
Pyroar,Pokémon,Phantom Forces,12,{R},0
Litleo,Pokémon,Phantom Forces,11,{R},0
Talonflame,Pokémon,Phantom Forces,10,{R},0
Fletchinder,Pokémon,Phantom Forces,9,{R},0
Karrablast,Pokémon,Phantom Forces,8,{G},0
Leavanny,Pokémon,Phantom Forces,7,{G},0
Swadloon,Pokémon,Phantom Forces,6,{G},0
Sewaddle,Pokémon,Phantom Forces,5,{G},0
Yanmega,Pokémon,Phantom Forces,4,{G},0
Yanma,Pokémon,Phantom Forces,3,{G},0
Charizard-EX,Pokémon,Flashfire,12,{R},0
Charizard-EX,Pokémon,Flashfire,11,{R},0
Maractus,Pokémon,Flashfire,10,{G},0
Roserade,Pokémon,Flashfire,9,{G},0
Roselia,Pokémon,Flashfire,8,{G},0
Shiftry,Pokémon,Flashfire,7,{G},0
Nuzleaf,Pokémon,Flashfire,6,{G},0
Seedot,Pokémon,Flashfire,5,{G},0
Pineco,Pokémon,Flashfire,4,{G},0
Butterfree,Pokémon,Flashfire,3,{G},0
Metapod,Pokémon,Flashfire,2,{G},0
Caterpie,Pokémon,Flashfire,1,{G},0
Sylveon,Pokémon,XY Trainer Kit—Sylveon,30,{Y},0
Noivern,Pokémon,XY Trainer Kit—Noivern,30,{N},0
Switch,Trainer,XY Trainer Kit—Noivern,29,0,Item
Granbull,Pokémon,XY Trainer Kit—Sylveon,29,{Y},0
Darkness Energy,Energy,XY Trainer Kit—Noivern,28,{Y},0
Professor’s Letter,Trainer,XY Trainer Kit—Sylveon,28,0,Item
Potion,Trainer,XY Trainer Kit—Noivern,27,0,Item
Snubbull,Pokémon,XY Trainer Kit—Sylveon,27,{Y},0
Poké Ball,Trainer,XY Trainer Kit—Sylveon,26,0,Item
Darkness Energy,Energy,XY Trainer Kit—Noivern,26,0,Item
Fairy Energy,Energy,XY Trainer Kit—Sylveon,25,0,Item
Psychic Energy,Energy,XY Trainer Kit—Noivern,25,0,Item
Potion,Trainer,XY Trainer Kit—Sylveon,24,0,Item
Professor’s Letter,Trainer,XY Trainer Kit—Noivern,24,0,Item
Pokémon Catcher,Trainer,XY Trainer Kit—Sylveon,23,0,Item
Noibat,Pokémon,XY Trainer Kit—Noivern,23,{C},0
Furfrou,Pokémon,XY Trainer Kit—Sylveon,22,{C},0
Darkness Energy,Energy,XY Trainer Kit—Noivern,22,{C},0
Eevee,Pokémon,XY Trainer Kit—Sylveon,21,{C},0
Poké Ball,Trainer,XY Trainer Kit—Noivern,21,0,Item
Furfrou,Pokémon,XY Trainer Kit—Noivern,20,{C},0
Potion,Trainer,XY Trainer Kit—Sylveon,20,0,Item
Darkness Energy,Energy,XY Trainer Kit—Noivern,19,0,Item
Fletchling,Pokémon,XY Trainer Kit—Sylveon,19,{C},0
Pumpkaboo,Pokémon,XY Trainer Kit—Noivern,18,{P},0
Fairy Energy,Energy,XY Trainer Kit—Sylveon,18,{P},0
Psychic Energy,Energy,XY Trainer Kit—Noivern,17,{P},0
Fairy Energy,Energy,XY Trainer Kit—Sylveon,17,{P},0
Furfrou,Pokémon,XY Trainer Kit—Sylveon,16,{C},0
Ekans,Pokémon,XY Trainer Kit—Noivern,16,{P},0
Sylveon,Pokémon,XY Trainer Kit—Sylveon,15,{Y},0
Potion,Trainer,XY Trainer Kit—Noivern,15,0,Item
Granbull,Pokémon,XY Trainer Kit—Sylveon,14,{Y},0
Pokémon Catcher,Trainer,XY Trainer Kit—Noivern,14,0,Item
Noivern,Pokémon,XY Trainer Kit—Noivern,13,{N},0
Eevee,Pokémon,XY Trainer Kit—Sylveon,13,{C},0
Fairy Energy,Energy,XY Trainer Kit—Sylveon,12,{C},0
Noibat,Pokémon,XY Trainer Kit—Noivern,12,{C},0
Snubbull,Pokémon,XY Trainer Kit—Sylveon,11,{Y},0
Pumpkaboo,Pokémon,XY Trainer Kit—Noivern,11,{P},0
Fairy Energy,Energy,XY Trainer Kit—Sylveon,10,{P},0
Psychic Energy,Energy,XY Trainer Kit—Noivern,10,{P},0
Fairy Energy,Energy,XY Trainer Kit—Sylveon,9,{P},0
Psychic Energy,Energy,XY Trainer Kit—Noivern,9,{P},0
Psychic Energy,Energy,XY Trainer Kit—Noivern,8,{P},0
Fairy Energy,Energy,XY Trainer Kit—Sylveon,8,{P},0
Psychic Energy,Energy,XY Trainer Kit—Noivern,7,{P},0
Fairy Energy,Energy,XY Trainer Kit—Sylveon,7,{P},0
Doduo,Pokémon,XY,98,{C},0
Xerneas-EX,Pokémon,XY,97,{Y},0
Xerneas,Pokémon,XY,96,{Y},0
Slurpuff,Pokémon,XY,95,{Y},0
Swirlix,Pokémon,XY,94,{Y},0
Aromatisse,Pokémon,XY,93,{Y},0
Spritzee,Pokémon,XY,92,{Y},0
Mr. Mime,Pokémon,XY,91,{Y},0
Wigglytuff,Pokémon,XY,90,{Y},0
Wigglytuff,Pokémon,XY,89,{Y},0
Jigglypuff,Pokémon,XY,88,{Y},0
Jigglypuff,Pokémon,XY,87,{Y},0
Aegislash,Pokémon,XY,86,{M},0
Aegislash,Pokémon,XY,85,{M},0
Doublade,Pokémon,XY,84,{M},0
Honedge,Pokémon,XY,83,{M},0
Bisharp,Pokémon,XY,82,{M},0
Pawniard,Pokémon,XY,81,{M},0
Skarmory-EX,Pokémon,XY,80,{M},0
Yveltal-EX,Pokémon,XY,79,{D},0
Yveltal,Pokémon,XY,78,{D},0
Malamar,Pokémon,XY,77,{D},0
Malamar,Pokémon,XY,76,{D},0
Inkay,Pokémon,XY,75,{D},0
Inkay,Pokémon,XY,74,{D},0
Zoroark,Pokémon,XY,73,{D},0
Zorua,Pokémon,XY,72,{D},0
Krookodile,Pokémon,XY,71,{D},0
Krokorok,Pokémon,XY,70,{D},0
Sandile,Pokémon,XY,69,{D},0
Sableye,Pokémon,XY,68,{D},0
Conkeldurr,Pokémon,XY,67,{F},0
Gurdurr,Pokémon,XY,66,{F},0
Timburr,Pokémon,XY,65,{F},0
Solrock,Pokémon,XY,64,{F},0
Lunatone,Pokémon,XY,63,{F},0
Rhyperior,Pokémon,XY,62,{F},0
Rhydon,Pokémon,XY,61,{F},0
Rhyhorn,Pokémon,XY,60,{F},0
Dugtrio,Pokémon,XY,59,{F},0
Diglett,Pokémon,XY,58,{F},0
Gourgeist,Pokémon,XY,57,{P},0
Pumpkaboo,Pokémon,XY,56,{P},0
Trevenant,Pokémon,XY,55,{P},0
Phantump,Pokémon,XY,54,{P},0
Scolipede,Pokémon,XY,53,{P},0
Whirlipede,Pokémon,XY,52,{P},0
Venipede,Pokémon,XY,51,{P},0
Grumpig,Pokémon,XY,50,{P},0
Spoink,Pokémon,XY,49,{P},0
Arbok,Pokémon,XY,48,{P},0
Ekans,Pokémon,XY,47,{P},0
Emolga-EX,Pokémon,XY,46,{L},0
Electrode,Pokémon,XY,45,{L},0
Voltorb,Pokémon,XY,44,{L},0
Raichu,Pokémon,XY,43,{L},0
Pikachu,Pokémon,XY,42,{L},0
Greninja,Pokémon,XY,41,{W},0
Frogadier,Pokémon,XY,40,{W},0
Froakie,Pokémon,XY,39,{W},0
Fletchling,Pokémon,XY Trainer Kit—Bisharp,1,{C},0
Swirlix,Pokémon,XY Trainer Kit—Wigglytuff,1,{Y},0
M Lucario-EX,Pokémon,Furious Fists,114,{F},0
M Heracross-EX,Pokémon,Furious Fists,113,{G},0
Korrina,Trainer,Furious Fists,112,0,Supporter
Fossil Researcher,Trainer,Furious Fists,111,0,Supporter
Battle Reporter,Trainer,Furious Fists,110,0,Supporter
Dragonite-EX,Pokémon,Furious Fists,109,{N},0
Lucario-EX,Pokémon,Furious Fists,108,{F},0
Seismitoad-EX,Pokémon,Furious Fists,107,{W},0
Heracross-EX,Pokémon,Furious Fists,106,{G},0
Strong Energy,Energy,Furious Fists,105,{G},0
Herbal Energy,Energy,Furious Fists,104,{G},0
Training Center,Trainer,Furious Fists,103,0,Stadium
Tool Retriever,Trainer,Furious Fists,102,0,Item
Super Scoop Up,Trainer,Furious Fists,101,0,Item
Sparkling Robe,Trainer,Furious Fists,100,0,Pokémon Tool
Sail Fossil,Trainer,Furious Fists,99,0,Item
Mountain Ring,Trainer,Furious Fists,98,0,Stadium
Maintenance,Trainer,Furious Fists,97,0,Item
Korrina,Trainer,Furious Fists,96,0,Supporter
Jaw Fossil,Trainer,Furious Fists,95,0,Item
Full Heal,Trainer,Furious Fists,94,0,Item
Fossil Researcher,Trainer,Furious Fists,93,0,Supporter
Focus Sash,Trainer,Furious Fists,92,0,Pokémon Tool
Fighting Stadium,Trainer,Furious Fists,91,0,Stadium
Energy Switch,Trainer,Furious Fists,90,0,Item
Battle Reporter,Trainer,Furious Fists,89,0,Supporter
Noibat,Pokémon,Furious Fists,88,{C},0
Tornadus,Pokémon,Furious Fists,87,{C},0
Watchog,Pokémon,Furious Fists,86,{C},0
Patrat,Pokémon,Furious Fists,85,{C},0
Slaking,Pokémon,Furious Fists,84,{C},0
Vigoroth,Pokémon,Furious Fists,83,{C},0
Slakoth,Pokémon,Furious Fists,82,{C},0
Eevee,Pokémon,Furious Fists,81,{C},0
Lickilicky,Pokémon,Furious Fists,80,{C},0
Lickitung,Pokémon,Furious Fists,79,{C},0
Noivern,Pokémon,Furious Fists,78,{N},0
Flygon,Pokémon,Furious Fists,77,{N},0
Vibrava,Pokémon,Furious Fists,76,{N},0
Dragonite-EX,Pokémon,Furious Fists,75,{N},0
Klefki,Pokémon,Furious Fists,74,{Y},0
Sylveon,Pokémon,Furious Fists,73,{Y},0
Clefable,Pokémon,Furious Fists,72,{Y},0
Clefairy,Pokémon,Furious Fists,71,{Y},0
Clefairy,Pokémon,Furious Fists,70,{Y},0
Pangoro,Pokémon,Furious Fists,69,{D},0
Scrafty,Pokémon,Furious Fists,68,{D},0
Scraggy,Pokémon,Furious Fists,67,{D},0
Drapion,Pokémon,Furious Fists,66,{D},0
Hawlucha-EX,Pokémon,Furious Fists,65,{F},0
Hawlucha,Pokémon,Furious Fists,64,{F},0
Tyrantrum,Pokémon,Furious Fists,63,{F},0
Tyrunt,Pokémon,Furious Fists,62,{F},0
Pancham,Pokémon,Furious Fists,61,{F},0
Pancham,Pokémon,Furious Fists,60,{F},0
Landorus,Pokémon,Furious Fists,59,{F},0
Mienshao,Pokémon,Furious Fists,58,{F},0
Mienfoo,Pokémon,Furious Fists,57,{F},0
Venomoth,Pokémon,Phantom Forces,2,{G},0
Venonat,Pokémon,Phantom Forces,1,{G},0
Wigglytuff,Pokémon,XY Trainer Kit—Wigglytuff,30,{Y},0
Bisharp,Pokémon,XY Trainer Kit—Bisharp,30,{M},0
Pidgey,Pokémon,XY Trainer Kit—Wigglytuff,29,{C},0
Potion,Trainer,XY Trainer Kit—Bisharp,29,0,Item
Clefable,Pokémon,XY Trainer Kit—Wigglytuff,28,{Y},0
Vigoroth,Pokémon,XY Trainer Kit—Bisharp,28,{C},0
Honedge,Pokémon,XY Trainer Kit—Bisharp,27,{M},0
Fairy Energy,Energy,XY Trainer Kit—Wigglytuff,27,{M},0
Slakoth,Pokémon,XY Trainer Kit—Bisharp,26,{C},0
Tierno,Trainer,XY Trainer Kit—Wigglytuff,26,0,Supporter
Potion,Trainer,XY Trainer Kit—Bisharp,25,0,Item
Jigglypuff,Pokémon,XY Trainer Kit—Wigglytuff,25,{Y},0
Metal Energy,Energy,XY Trainer Kit—Bisharp,24,{Y},0
Trevor,Trainer,XY Trainer Kit—Wigglytuff,24,0,Supporter
Doublade,Pokémon,XY Trainer Kit—Bisharp,23,{M},0
Pidgeotto,Pokémon,XY Trainer Kit—Wigglytuff,23,{C},0
Fairy Energy,Energy,XY Trainer Kit—Wigglytuff,22,{C},0
Metal Energy,Energy,XY Trainer Kit—Bisharp,22,{C},0
Fairy Energy,Energy,XY Trainer Kit—Wigglytuff,21,{C},0
Pawniard,Pokémon,XY Trainer Kit—Bisharp,21,{M},0
Potion,Trainer,XY Trainer Kit—Wigglytuff,20,0,Item
Trevor,Trainer,XY Trainer Kit—Bisharp,20,0,Supporter
Clefairy,Pokémon,XY Trainer Kit—Wigglytuff,19,{Y},0
Tierno,Trainer,XY Trainer Kit—Bisharp,19,0,Supporter
Swirlix,Pokémon,XY Trainer Kit—Wigglytuff,18,{Y},0
Metal Energy,Energy,XY Trainer Kit—Bisharp,18,{Y},0
Patrat,Pokémon,XY Trainer Kit—Bisharp,17,{C},0
Fairy Energy,Energy,XY Trainer Kit—Wigglytuff,17,{C},0
Bisharp,Pokémon,XY Trainer Kit—Bisharp,16,{M},0
Clefable,Pokémon,XY Trainer Kit—Wigglytuff,16,{Y},0
Slakoth,Pokémon,XY Trainer Kit—Bisharp,15,{C},0
Potion,Trainer,XY Trainer Kit—Wigglytuff,15,0,Item
Doublade,Pokémon,XY Trainer Kit—Bisharp,14,{M},0
Wigglytuff,Pokémon,XY Trainer Kit—Wigglytuff,14,{Y},0
Pawniard,Pokémon,XY Trainer Kit—Bisharp,13,{M},0
Clefairy,Pokémon,XY Trainer Kit—Wigglytuff,13,{Y},0
Bidoof,Pokémon,XY Trainer Kit—Bisharp,12,{C},0
Jigglypuff,Pokémon,XY Trainer Kit—Wigglytuff,12,{Y},0
Honedge,Pokémon,XY Trainer Kit—Bisharp,11,{M},0
Pidgey,Pokémon,XY Trainer Kit—Wigglytuff,11,{C},0
Metal Energy,Energy,XY Trainer Kit—Bisharp,10,{C},0
Fairy Energy,Energy,XY Trainer Kit—Wigglytuff,10,{C},0
Fairy Energy,Energy,XY Trainer Kit—Wigglytuff,9,{C},0
Metal Energy,Energy,XY Trainer Kit—Bisharp,9,{C},0
Fairy Energy,Energy,XY Trainer Kit—Wigglytuff,8,{C},0
Metal Energy,Energy,XY Trainer Kit—Bisharp,8,{C},0
Fairy Energy,Energy,XY Trainer Kit—Wigglytuff,7,{C},0
Metal Energy,Energy,XY Trainer Kit—Bisharp,7,{C},0
Fairy Energy,Energy,XY Trainer Kit—Wigglytuff,6,{C},0
Metal Energy,Energy,XY Trainer Kit—Bisharp,6,{C},0
Fairy Energy,Energy,XY Trainer Kit—Wigglytuff,5,{C},0
Metal Energy,Energy,XY Trainer Kit—Bisharp,5,{C},0
Sentret,Pokémon,XY Trainer Kit—Wigglytuff,4,{C},0
Vigoroth,Pokémon,XY Trainer Kit—Bisharp,4,{C},0
Fairy Energy,Energy,XY Trainer Kit—Wigglytuff,3,{C},0
Metal Energy,Energy,XY Trainer Kit—Bisharp,3,{C},0
Metal Energy,Energy,XY Trainer Kit—Bisharp,2,{C},0
Pidgeotto,Pokémon,XY Trainer Kit—Wigglytuff,2,{C},0
Espeon,Pokémon,Black & White Promos,90,{P},0
Jolteon,Pokémon,Black & White Promos,89,{L},0
Glaceon,Pokémon,Black & White Promos,88,{W},0
Vaporeon,Pokémon,Black & White Promos,87,{W},0
Flareon,Pokémon,Black & White Promos,86,{R},0
Leafeon,Pokémon,Black & White Promos,85,{G},0
Giratina,Pokémon,Black & White Promos,74,{P},0
Slurpuff,Pokémon,XY Promos,15,{Y},0
Pyroar,Pokémon,XY Promos,26,{R},0
Krookodile-EX,Pokémon,XY Promos,25,{D},0
Greninja-EX,Pokémon,XY Promos,20,{W},0
Delphox-EX,Pokémon,XY Promos,19,{R},0
Chesnaught-EX,Pokémon,XY Promos,18,{G},0
Machamp,Pokémon,XY Promos,13,{F},0
Charizard-EX,Pokémon,XY Promos,17,{R},0
Honedge,Pokémon,XY Promos,12,{M},0
Skiddo,Pokémon,XY Promos,11,{G},0
Dragalge,Pokémon,XY Promos,10,{N},0
Garchomp-EX,Pokémon,XY Promos,9,{N},0
Yveltal-EX,Pokémon,XY Promos,8,{D},0
Xerneas-EX,Pokémon,XY Promos,7,{Y},0
Yveltal,Pokémon,XY Promos,6,{D},0
Xerneas,Pokémon,XY Promos,5,{Y},0
M Kangaskhan-EX,Pokémon,Flashfire,110,{C},0
M Charizard-EX,Pokémon,Flashfire,109,{N},0
M Charizard-EX,Pokémon,Flashfire,108,{R},0
Pokémon Fan Club,Trainer,Flashfire,107,0,Supporter
Pokémon Center Lady,Trainer,Flashfire,106,0,Supporter
Lysandre,Trainer,Flashfire,105,0,Supporter
Kangaskhan-EX,Pokémon,Flashfire,104,{C},0
Toxicroak-EX,Pokémon,Flashfire,103,{P},0
Magnezone-EX,Pokémon,Flashfire,102,{L},0
Charizard-EX,Pokémon,Flashfire,101,{R},0
Ultra Ball,Trainer,Flashfire,100,0,Item
