Name,Type,Set,SetNo,Color,SubType
Charmeleon,Pokmon,Obsidian Flames,27,{R},0
Charmander,Pokmon,Obsidian Flames,26,{R},0
Scovillain,Pokmon,Obsidian Flames,25,{G},0
Capsakid,Pokmon,Obsidian Flames,24,{G},0
Capsakid,Pokmon,Obsidian Flames,23,{G},0
Toedscruel ex,Pokmon,Obsidian Flames,22,{G},0
Arboliva,Pokmon,Obsidian Flames,21,{G},0
Dolliv,Pokmon,Obsidian Flames,20,{G},0
Smoliv,Pokmon,Obsidian Flames,19,{G},0
Tsareena,Pokmon,Obsidian Flames,18,{G},0
Steenee,Pokmon,Obsidian Flames,17,{G},0
Bounsweet,Pokmon,Obsidian Flames,16,{G},0
Decidueye ex,Pokmon,Obsidian Flames,15,{G},0
Dartrix,Pokmon,Obsidian Flames,14,{G},0
Rowlet,Pokmon,Obsidian Flames,13,{G},0
Trevenant,Pokmon,Obsidian Flames,12,{G},0
Phantump,Pokmon,Obsidian Flames,11,{G},0
Amoonguss,Pokmon,Obsidian Flames,10,{G},0
Foongus,Pokmon,Obsidian Flames,9,{G},0
Combee,Pokmon,Obsidian Flames,8,{G},0
Masquerain,Pokmon,Obsidian Flames,7,{G},0
Surskit,Pokmon,Obsidian Flames,6,{G},0
Shuckle,Pokmon,Obsidian Flames,5,{G},0
Scyther,Pokmon,Obsidian Flames,4,{G},0
Bellossom,Pokmon,Obsidian Flames,3,{G},0
Gloom,Pokmon,Obsidian Flames,2,{G},0
Oddish,Pokmon,Obsidian Flames,1,{G},0
Paradise Resort,Trainer,Scarlet & Violet Promos,45,0,Stadium
Lugia V,Pokmon,Sword & Shield Promos,301,{C},0
Unown V,Pokmon,Sword & Shield Promos,300,{P},0
Annihilape ex,Pokmon,Scarlet & Violet Promos,32,{F},0
Tinkaton ex,Pokmon,Scarlet & Violet Promos,31,{P},0
Chien-Pao ex,Pokmon,Scarlet & Violet Promos,30,{W},0
Arceus VSTAR,Pokmon,Sword & Shield Promos,307,{C},0
Arceus V,Pokmon,Sword & Shield Promos,306,{C},0
Basic {W} Energy,Energy,Paldea Evolved,279,{C},0
Basic {G} Energy,Energy,Paldea Evolved,278,{C},0
Superior Energy Retrieval,Trainer,Paldea Evolved,277,0,Item
Super Rod,Trainer,Paldea Evolved,276,0,Item
Ting-Lu ex,Pokmon,Paldea Evolved,275,{F},0
Chien-Pao ex,Pokmon,Paldea Evolved,274,{W},0
Quaquaval ex,Pokmon,Paldea Evolved,273,{W},0
Skeledirge ex,Pokmon,Paldea Evolved,272,{R},0
Meowscarada ex,Pokmon,Paldea Evolved,271,{G},0
Saguaro,Trainer,Paldea Evolved,270,0,Supporter
Iono,Trainer,Paldea Evolved,269,0,Supporter
Grusha,Trainer,Paldea Evolved,268,0,Supporter
Giacomo,Trainer,Paldea Evolved,267,0,Supporter
Dendra,Trainer,Paldea Evolved,266,0,Supporter
Bosss Orders,Trainer,Paldea Evolved,265,0,Supporter
Squawkabilly ex,Pokmon,Paldea Evolved,264,{C},0
Ting-Lu ex,Pokmon,Paldea Evolved,263,{F},0
Tinkaton ex,Pokmon,Paldea Evolved,262,{P},0
Chien-Pao ex,Pokmon,Paldea Evolved,261,{W},0
Quaquaval ex,Pokmon,Paldea Evolved,260,{W},0
Chi-Yu ex,Pokmon,Paldea Evolved,259,{R},0
Skeledirge ex,Pokmon,Paldea Evolved,258,{R},0
Wo-Chien ex,Pokmon,Paldea Evolved,257,{G},0
Meowscarada ex,Pokmon,Paldea Evolved,256,{G},0
Saguaro,Trainer,Paldea Evolved,255,0,Supporter
Iono,Trainer,Paldea Evolved,254,0,Supporter
Grusha,Trainer,Paldea Evolved,253,0,Supporter
Giacomo,Trainer,Paldea Evolved,252,0,Supporter
Falkner,Trainer,Paldea Evolved,251,0,Supporter
Dendra,Trainer,Paldea Evolved,250,0,Supporter
Clavell,Trainer,Paldea Evolved,249,0,Supporter
Bosss Orders,Trainer,Paldea Evolved,248,0,Supporter
Squawkabilly ex,Pokmon,Paldea Evolved,247,{C},0
Noivern ex,Pokmon,Paldea Evolved,246,{N},0
Copperajah ex,Pokmon,Paldea Evolved,245,{M},0
Paldean Clodsire ex,Pokmon,Paldea Evolved,244,{D},0
Ting-Lu ex,Pokmon,Paldea Evolved,243,{F},0
Annihilape ex,Pokmon,Paldea Evolved,242,{F},0
Lycanroc ex,Pokmon,Paldea Evolved,241,{F},0
Tinkaton ex,Pokmon,Paldea Evolved,240,{P},0
Dedenne ex,Pokmon,Paldea Evolved,239,{P},0
Slowking ex,Pokmon,Paldea Evolved,238,{P},0
Bellibolt ex,Pokmon,Paldea Evolved,237,{L},0
Chien-Pao ex,Pokmon,Paldea Evolved,236,{W},0
Quaquaval ex,Pokmon,Paldea Evolved,235,{W},0
Chi-Yu ex,Pokmon,Paldea Evolved,234,{R},0
Skeledirge ex,Pokmon,Paldea Evolved,233,{R},0
Wo-Chien ex,Pokmon,Paldea Evolved,232,{G},0
Meowscarada ex,Pokmon,Paldea Evolved,231,{G},0
Forretress ex,Pokmon,Paldea Evolved,230,{G},0
Dudunsparce,Pokmon,Paldea Evolved,229,{C},0
Farigiraf,Pokmon,Paldea Evolved,228,{C},0
Flamigo,Pokmon,Paldea Evolved,227,{C},0
Maushold,Pokmon,Paldea Evolved,226,{C},0
Rookidee,Pokmon,Paldea Evolved,225,{C},0
Orthworm,Pokmon,Paldea Evolved,224,{M},0
Grafaiai,Pokmon,Paldea Evolved,223,{D},0
Tyranitar,Pokmon,Paldea Evolved,222,{D},0
Paldean Wooper,Pokmon,Paldea Evolved,221,{D},0
Nacli,Pokmon,Paldea Evolved,220,{F},0
Sudowoodo,Pokmon,Paldea Evolved,219,{F},0
Paldean Tauros,Pokmon,Paldea Evolved,218,{F},0
Tinkatuff,Pokmon,Paldea Evolved,217,{P},0
Tinkatink,Pokmon,Paldea Evolved,216,{P},0
Rabsca,Pokmon,Paldea Evolved,215,{P},0
Sandygast,Pokmon,Paldea Evolved,214,{P},0
Gothorita,Pokmon,Paldea Evolved,213,{P},0
Mismagius,Pokmon,Paldea Evolved,212,{P},0
Raichu,Pokmon,Paldea Evolved,211,{L},0
Baxcalibur,Pokmon,Paldea Evolved,210,{W},0
Arctibax,Pokmon,Paldea Evolved,209,{W},0
Frigibax,Pokmon,Paldea Evolved,208,{W},0
Quaxwell,Pokmon,Paldea Evolved,207,{W},0
Quaxly,Pokmon,Paldea Evolved,206,{W},0
Eiscue,Pokmon,Paldea Evolved,205,{W},0
Marill,Pokmon,Paldea Evolved,204,{W},0
Magikarp,Pokmon,Paldea Evolved,203,{W},0
Crocalor,Pokmon,Paldea Evolved,202,{R},0
Fuecoco,Pokmon,Paldea Evolved,201,{R},0
Pyroar,Pokmon,Paldea Evolved,200,{R},0
Fletchinder,Pokmon,Paldea Evolved,199,{R},0
Bramblin,Pokmon,Paldea Evolved,198,{G},0
Floragato,Pokmon,Paldea Evolved,197,{G},0
Sprigatito,Pokmon,Paldea Evolved,196,{G},0
Tropius,Pokmon,Paldea Evolved,195,{G},0
Heracross,Pokmon,Paldea Evolved,194,{G},0
Therapeutic Energy,Energy,Paldea Evolved,193,{G},0
Reversal Energy,Energy,Paldea Evolved,192,{G},0
Luminous Energy,Energy,Paldea Evolved,191,{G},0
Jet Energy,Energy,Paldea Evolved,190,{G},0
Superior Energy Retrieval,Trainer,Paldea Evolved,189,0,Item
Super Rod,Trainer,Paldea Evolved,188,0,Item
Saguaro,Trainer,Paldea Evolved,187,0,Supporter
Practice Studio,Trainer,Paldea Evolved,186,0,Stadium
Iono,Trainer,Paldea Evolved,185,0,Supporter
Grusha,Trainer,Paldea Evolved,184,0,Supporter
Great Ball,Trainer,Paldea Evolved,183,0,Item
Giacomo,Trainer,Paldea Evolved,182,0,Supporter
Fighting Au Lait,Trainer,Paldea Evolved,181,0,Item
Falkner,Trainer,Paldea Evolved,180,0,Supporter
Dendra,Trainer,Paldea Evolved,179,0,Supporter
Delivery Drone,Trainer,Paldea Evolved,178,0,Item
Clavell,Trainer,Paldea Evolved,177,0,Supporter
Choice Belt,Trainer,Paldea Evolved,176,0,Pokmon Tool
Calamitous Wasteland,Trainer,Paldea Evolved,175,0,Stadium
Calamitous Snowy Mountain,Trainer,Paldea Evolved,174,0,Stadium
Bravery Charm,Trainer,Paldea Evolved,173,0,Pokmon Tool
Bosss Orders,Trainer,Paldea Evolved,172,0,Supporter
Artazon,Trainer,Paldea Evolved,171,0,Stadium
Flamigo,Pokmon,Paldea Evolved,170,{C},0
Squawkabilly ex,Pokmon,Paldea Evolved,169,{C},0
Maushold,Pokmon,Paldea Evolved,168,{C},0
Tandemaus,Pokmon,Paldea Evolved,167,{C},0
Tandemaus,Pokmon,Paldea Evolved,166,{C},0
Corvisquire,Pokmon,Paldea Evolved,165,{C},0
Rookidee,Pokmon,Paldea Evolved,164,{C},0
Fletchling,Pokmon,Paldea Evolved,163,{C},0
Slaking,Pokmon,Paldea Evolved,162,{C},0
Vigoroth,Pokmon,Paldea Evolved,161,{C},0
Slakoth,Pokmon,Paldea Evolved,160,{C},0
Pelipper,Pokmon,Paldea Evolved,159,{C},0
Wingull,Pokmon,Paldea Evolved,158,{C},0
Dudunsparce,Pokmon,Paldea Evolved,157,{C},0
Dunsparce,Pokmon,Paldea Evolved,156,{C},0
Farigiraf,Pokmon,Paldea Evolved,155,{C},0
Girafarig,Pokmon,Paldea Evolved,154,{C},0
Noivern ex,Pokmon,Paldea Evolved,153,{N},0
Noibat,Pokmon,Paldea Evolved,152,{N},0
Orthworm,Pokmon,Paldea Evolved,151,{M},0
Copperajah ex,Pokmon,Paldea Evolved,150,{M},0
Cufant,Pokmon,Paldea Evolved,149,{M},0
Corviknight,Pokmon,Paldea Evolved,148,{M},0
Bombirdier,Pokmon,Paldea Evolved,147,{D},0
Grafaiai,Pokmon,Paldea Evolved,146,{D},0
Shroodle,Pokmon,Paldea Evolved,145,{D},0
Shroodle,Pokmon,Paldea Evolved,144,{D},0
Mabosstiff,Pokmon,Paldea Evolved,143,{D},0
Maschiff,Pokmon,Paldea Evolved,142,{D},0
Maschiff,Pokmon,Paldea Evolved,141,{D},0
Hydreigon,Pokmon,Paldea Evolved,140,{D},0
Zweilous,Pokmon,Paldea Evolved,139,{D},0
Deino,Pokmon,Paldea Evolved,138,{D},0
Seviper,Pokmon,Paldea Evolved,137,{D},0
Sableye,Pokmon,Paldea Evolved,136,{D},0
Tyranitar,Pokmon,Paldea Evolved,135,{D},0
Weavile,Pokmon,Paldea Evolved,134,{D},0
Sneasel,Pokmon,Paldea Evolved,133,{D},0
Honchkrow,Pokmon,Paldea Evolved,132,{D},0
Murkrow,Pokmon,Paldea Evolved,131,{D},0
Paldean Clodsire ex,Pokmon,Paldea Evolved,130,{D},0
Paldean Wooper,Pokmon,Paldea Evolved,129,{D},0
Paldean Wooper,Pokmon,Paldea Evolved,128,{D},0
Ting-Lu ex,Pokmon,Paldea Evolved,127,{F},0
Glimmora,Pokmon,Paldea Evolved,126,{F},0
Glimmet,Pokmon,Paldea Evolved,125,{F},0
Glimmet,Pokmon,Paldea Evolved,124,{F},0
Garganacl,Pokmon,Paldea Evolved,123,{F},0
Naclstack,Pokmon,Paldea Evolved,122,{F},0
Nacli,Pokmon,Paldea Evolved,121,{F},0
Nacli,Pokmon,Paldea Evolved,120,{F},0
Falinks,Pokmon,Paldea Evolved,119,{F},0
Passimian,Pokmon,Paldea Evolved,118,{F},0
Lycanroc ex,Pokmon,Paldea Evolved,117,{F},0
Rockruff,Pokmon,Paldea Evolved,116,{F},0
Toxicroak,Pokmon,Paldea Evolved,115,{F},0
Croagunk,Pokmon,Paldea Evolved,114,{F},0
Hariyama,Pokmon,Paldea Evolved,113,{F},0
Makuhita,Pokmon,Paldea Evolved,112,{F},0
Pupitar,Pokmon,Paldea Evolved,111,{F},0
Larvitar,Pokmon,Paldea Evolved,110,{F},0
Sudowoodo,Pokmon,Paldea Evolved,109,{F},0
Paldean Tauros,Pokmon,Paldea Evolved,108,{F},0
Primeape,Pokmon,Paldea Evolved,107,{F},0
Mankey,Pokmon,Paldea Evolved,106,{F},0
Tinkaton,Pokmon,Paldea Evolved,105,{P},0
Tinkatuff,Pokmon,Paldea Evolved,104,{P},0
Tinkatuff,Pokmon,Paldea Evolved,103,{P},0
Tinkatink,Pokmon,Paldea Evolved,102,{P},0
Tinkatink,Pokmon,Paldea Evolved,101,{P},0
Tinkatink,Pokmon,Paldea Evolved,100,{P},0
Rabsca,Pokmon,Paldea Evolved,99,{P},0
Ceruledge,Pokmon,Paldea Evolved,98,{P},0
Mimikyu,Pokmon,Paldea Evolved,97,{P},0
Palossand,Pokmon,Paldea Evolved,96,{P},0
Sandygast,Pokmon,Paldea Evolved,95,{P},0
Oranguru,Pokmon,Paldea Evolved,94,{P},0
Dedenne ex,Pokmon,Paldea Evolved,93,{P},0
Gothitelle,Pokmon,Paldea Evolved,92,{P},0
Gothorita,Pokmon,Paldea Evolved,91,{P},0
Gothita,Pokmon,Paldea Evolved,90,{P},0
Spiritomb,Pokmon,Paldea Evolved,89,{P},0
Mismagius,Pokmon,Paldea Evolved,88,{P},0
Misdreavus,Pokmon,Paldea Evolved,87,{P},0
Slowking ex,Pokmon,Paldea Evolved,86,{P},0
Slowpoke,Pokmon,Paldea Evolved,85,{P},0
Wigglytuff,Pokmon,Paldea Evolved,84,{P},0
Jigglypuff,Pokmon,Paldea Evolved,83,{P},0
Kilowattrel,Pokmon,Paldea Evolved,82,{L},0
Wattrel,Pokmon,Paldea Evolved,81,{L},0
Wattrel,Pokmon,Paldea Evolved,80,{L},0
Bellibolt ex,Pokmon,Paldea Evolved,79,{L},0
Tadbulb,Pokmon,Paldea Evolved,78,{L},0
Tadbulb,Pokmon,Paldea Evolved,77,{L},0
Pawmot,Pokmon,Paldea Evolved,76,{L},0
Pawmo,Pokmon,Paldea Evolved,75,{L},0
Pawmi,Pokmon,Paldea Evolved,74,{L},0
Pincurchin,Pokmon,Paldea Evolved,73,{L},0
Pincurchin,Pokmon,Paldea Evolved,72,{L},0
Luxray,Pokmon,Paldea Evolved,71,{L},0
Luxio,Pokmon,Paldea Evolved,70,{L},0
Shinx,Pokmon,Paldea Evolved,69,{L},0
Shinx,Pokmon,Paldea Evolved,68,{L},0
Electrode,Pokmon,Paldea Evolved,67,{L},0
Voltorb,Pokmon,Paldea Evolved,66,{L},0
Magnemite,Pokmon,Paldea Evolved,65,{L},0
Raichu,Pokmon,Paldea Evolved,64,{L},0
Pikachu ex,Pokmon,Paldea Evolved,63,{L},0
Pikachu,Pokmon,Paldea Evolved,62,{L},0
Chien-Pao ex,Pokmon,Paldea Evolved,61,{W},0
Baxcalibur,Pokmon,Paldea Evolved,60,{W},0
Arctibax,Pokmon,Paldea Evolved,59,{W},0
Frigibax,Pokmon,Paldea Evolved,58,{W},0
Frigibax,Pokmon,Paldea Evolved,57,{W},0
Veluza,Pokmon,Paldea Evolved,56,{W},0
Cetitan,Pokmon,Paldea Evolved,55,{W},0
Cetoddle,Pokmon,Paldea Evolved,54,{W},0
Cetoddle,Pokmon,Paldea Evolved,53,{W},0
Quaquaval ex,Pokmon,Paldea Evolved,52,{W},0
Quaxwell,Pokmon,Paldea Evolved,51,{W},0
Quaxly,Pokmon,Paldea Evolved,50,{W},0
Quaxly,Pokmon,Paldea Evolved,49,{W},0
Eiscue,Pokmon,Paldea Evolved,48,{W},0
Luvdisc,Pokmon,Paldea Evolved,47,{W},0
Delibird,Pokmon,Paldea Evolved,46,{W},0
Azumarill,Pokmon,Paldea Evolved,45,{W},0
Marill,Pokmon,Paldea Evolved,44,{W},0
Gyarados,Pokmon,Paldea Evolved,43,{W},0
Magikarp,Pokmon,Paldea Evolved,42,{W},0
Paldean Tauros,Pokmon,Paldea Evolved,41,{W},0
Chi-Yu ex,Pokmon,Paldea Evolved,40,{R},0
Charcadet,Pokmon,Paldea Evolved,39,{R},0
Charcadet,Pokmon,Paldea Evolved,38,{R},0
Skeledirge ex,Pokmon,Paldea Evolved,37,{R},0
Crocalor,Pokmon,Paldea Evolved,36,{R},0
Fuecoco,Pokmon,Paldea Evolved,35,{R},0
Fuecoco,Pokmon,Paldea Evolved,34,{R},0
Oricorio,Pokmon,Paldea Evolved,33,{R},0
Pyroar,Pokmon,Paldea Evolved,32,{R},0
Litleo,Pokmon,Paldea Evolved,31,{R},0
Talonflame,Pokmon,Paldea Evolved,30,{R},0
Fletchinder,Pokmon,Paldea Evolved,29,{R},0
Koraidon ex,Pokmon,Scarlet & Violet Promos,29,{F},0
Miraidon ex,Pokmon,Scarlet & Violet Promos,28,{L},0
Paldean Tauros,Pokmon,Paldea Evolved,28,{R},0
Wo-Chien ex,Pokmon,Paldea Evolved,27,{G},0
Pikachu,Pokmon,Scarlet & Violet Promos,27,{L},0
Rellor,Pokmon,Paldea Evolved,26,{G},0
Varoom,Pokmon,Scarlet & Violet Promos,26,{M},0
Rellor,Pokmon,Paldea Evolved,25,{G},0
Tinkatink,Pokmon,Scarlet & Violet Promos,25,{P},0
Brambleghast,Pokmon,Paldea Evolved,24,{G},0
Growlithe,Pokmon,Scarlet & Violet Promos,24,{R},0
Smoliv,Pokmon,Scarlet & Violet Promos,23,{G},0
Bramblin,Pokmon,Paldea Evolved,23,{G},0
Pelipper,Pokmon,Scarlet & Violet Promos,22,{C},0
Bramblin,Pokmon,Paldea Evolved,22,{G},0
Murkrow,Pokmon,Scarlet & Violet Promos,21,{D},0
Lokix,Pokmon,Paldea Evolved,21,{G},0
Tinkaton,Pokmon,Scarlet & Violet Promos,20,{P},0
Nymble,Pokmon,Paldea Evolved,20,{G},0
Nymble,Pokmon,Paldea Evolved,19,{G},0
Baxcalibur,Pokmon,Scarlet & Violet Promos,19,{W},0
Spidops,Pokmon,Paldea Evolved,18,{G},0
Tarountula,Pokmon,Paldea Evolved,17,{G},0
Tarountula,Pokmon,Paldea Evolved,16,{G},0
Meowscarada ex,Pokmon,Paldea Evolved,15,{G},0
Floragato,Pokmon,Paldea Evolved,14,{G},0
Sprigatito,Pokmon,Paldea Evolved,13,{G},0
Sprigatito,Pokmon,Paldea Evolved,12,{G},0
Abomasnow,Pokmon,Paldea Evolved,11,{G},0
Snover,Pokmon,Paldea Evolved,10,{G},0
Vespiquen,Pokmon,Paldea Evolved,9,{G},0
Combee,Pokmon,Paldea Evolved,8,{G},0
Tropius,Pokmon,Paldea Evolved,7,{G},0
Heracross,Pokmon,Paldea Evolved,6,{G},0
Forretress ex,Pokmon,Paldea Evolved,5,{G},0
Pineco,Pokmon,Paldea Evolved,4,{G},0
Jumpluff,Pokmon,Paldea Evolved,3,{G},0
Skiploom,Pokmon,Paldea Evolved,2,{G},0
Hoppip,Pokmon,Paldea Evolved,1,{G},0
Zamazenta V,Pokmon,Sword & Shield Promos,293,{M},0
Zacian V,Pokmon,Sword & Shield Promos,292,{M},0
Cyclizar ex,Pokmon,Scarlet & Violet Promos,18,{C},0
Lucario ex,Pokmon,Scarlet & Violet Promos,17,{F},0
Ampharos ex,Pokmon,Scarlet & Violet Promos,16,{L},0
Flaaffy,Pokmon,Scarlet & Violet Promos,15,{L},0
Morpeko V-UNION,Pokmon,Sword & Shield Promos,290,{L},0
Morpeko V-UNION,Pokmon,Sword & Shield Promos,289,{L},0
Morpeko V-UNION,Pokmon,Sword & Shield Promos,288,{L},0
Morpeko V-UNION,Pokmon,Sword & Shield Promos,287,{L},0
Inteleon,Pokmon,Sword & Shield Promos,279,{W},0
Cinderace,Pokmon,Sword & Shield Promos,278,{R},0
Rillaboom,Pokmon,Sword & Shield Promos,277,{G},0
Basic {F} Energy,Energy,Scarlet & Violet,259,{G},0
Basic {L} Energy,Energy,Scarlet & Violet,258,{G},0
Rare Candy,Trainer,Scarlet & Violet,257,0,Item
Nest Ball,Trainer,Scarlet & Violet,256,0,Item
Koraidon ex,Pokmon,Scarlet & Violet,255,{F},0
Miraidon ex,Pokmon,Scarlet & Violet,254,{L},0
Penny,Trainer,Scarlet & Violet,253,0,Supporter
Miriam,Trainer,Scarlet & Violet,252,0,Supporter
Jacq,Trainer,Scarlet & Violet,251,0,Supporter
Arven,Trainer,Scarlet & Violet,250,0,Supporter
Iron Treads ex,Pokmon,Scarlet & Violet,249,{M},0
Koraidon ex,Pokmon,Scarlet & Violet,248,{F},0
Great Tusk ex,Pokmon,Scarlet & Violet,247,{F},0
Gardevoir ex,Pokmon,Scarlet & Violet,246,{P},0
Miraidon ex,Pokmon,Scarlet & Violet,245,{L},0
Spidops ex,Pokmon,Scarlet & Violet,244,{G},0
Team Star Grunt,Trainer,Scarlet & Violet,243,0,Supporter
Professors Research,Trainer,Scarlet & Violet,242,0,Supporter
Professors Research,Trainer,Scarlet & Violet,241,0,Supporter
Penny,Trainer,Scarlet & Violet,240,0,Supporter
Miriam,Trainer,Scarlet & Violet,239,0,Supporter
Katy,Trainer,Scarlet & Violet,238,0,Supporter
Jacq,Trainer,Scarlet & Violet,237,0,Supporter
Arven,Trainer,Scarlet & Violet,236,0,Supporter
Oinkologne ex,Pokmon,Scarlet & Violet,235,{C},0
Iron Treads ex,Pokmon,Scarlet & Violet,234,{M},0
Toxicroak ex,Pokmon,Scarlet & Violet,233,{D},0
Koraidon ex,Pokmon,Scarlet & Violet,232,{F},0
Great Tusk ex,Pokmon,Scarlet & Violet,231,{F},0
Banette ex,Pokmon,Scarlet & Violet,230,{P},0
Gardevoir ex,Pokmon,Scarlet & Violet,229,{P},0
Miraidon ex,Pokmon,Scarlet & Violet,228,{L},0
Magnezone ex,Pokmon,Scarlet & Violet,227,{L},0
Gyarados ex,Pokmon,Scarlet & Violet,226,{W},0
Arcanine ex,Pokmon,Scarlet & Violet,225,{R},0
Spidops ex,Pokmon,Scarlet & Violet,224,{G},0
Skwovet,Pokmon,Scarlet & Violet,223,{C},0
Starly,Pokmon,Scarlet & Violet,222,{C},0
Kingambit,Pokmon,Scarlet & Violet,221,{D},0
Bombirdier,Pokmon,Scarlet & Violet,220,{D},0
Mabosstiff,Pokmon,Scarlet & Violet,219,{D},0
Klawf,Pokmon,Scarlet & Violet,218,{F},0
Sandile,Pokmon,Scarlet & Violet,217,{F},0
Riolu,Pokmon,Scarlet & Violet,216,{F},0
Greavard,Pokmon,Scarlet & Violet,215,{P},0
Fidough,Pokmon,Scarlet & Violet,214,{P},0
Kirlia,Pokmon,Scarlet & Violet,213,{P},0
Ralts,Pokmon,Scarlet & Violet,212,{P},0
Drowzee,Pokmon,Scarlet & Violet,211,{P},0
Pawmot,Pokmon,Scarlet & Violet,210,{L},0
Pachirisu,Pokmon,Scarlet & Violet,209,{L},0
Dondozo,Pokmon,Scarlet & Violet,208,{W},0
Wiglett,Pokmon,Scarlet & Violet,207,{W},0
Clauncher,Pokmon,Scarlet & Violet,206,{W},0
Slowpoke,Pokmon,Scarlet & Violet,205,{W},0
Armarouge,Pokmon,Scarlet & Violet,204,{R},0
Scovillain,Pokmon,Scarlet & Violet,203,{G},0
Toedscool,Pokmon,Scarlet & Violet,202,{G},0
Dolliv,Pokmon,Scarlet & Violet,201,{G},0
Tarountula,Pokmon,Scarlet & Violet,200,{G},0
Youngster,Trainer,Scarlet & Violet,199,0,Supporter
Vitality Band,Trainer,Scarlet & Violet,198,0,Pokmon Tool
Ultra Ball,Trainer,Scarlet & Violet,197,0,Item
Team Star Grunt,Trainer,Scarlet & Violet,196,0,Supporter
Switch,Trainer,Scarlet & Violet,195,0,Item
Rocky Helmet,Trainer,Scarlet & Violet,194,0,Pokmon Tool
Rock Chestplate,Trainer,Scarlet & Violet,193,0,Pokmon Tool
Rare Candy,Trainer,Scarlet & Violet,192,0,Item
Professors Research,Trainer,Scarlet & Violet,191,0,Supporter
Professors Research,Trainer,Scarlet & Violet,190,0,Supporter
Potion,Trainer,Scarlet & Violet,189,0,Item
Pokmon Catcher,Trainer,Scarlet & Violet,188,0,Item
Pokgear 3.0,Trainer,Scarlet & Violet,187,0,Item
Pok Ball,Trainer,Scarlet & Violet,186,0,Item
Picnic Basket,Trainer,Scarlet & Violet,185,0,Item
Penny,Trainer,Scarlet & Violet,184,0,Supporter
Pal Pad,Trainer,Scarlet & Violet,183,0,Item
Nest Ball,Trainer,Scarlet & Violet,182,0,Item
Nemona,Trainer,Scarlet & Violet,181,0,Supporter
Miriam,Trainer,Scarlet & Violet,180,0,Supporter
Mesagoza,Trainer,Scarlet & Violet,179,0,Stadium
Katy,Trainer,Scarlet & Violet,178,0,Supporter
Judge,Trainer,Scarlet & Violet,177,0,Supporter
Jacq,Trainer,Scarlet & Violet,176,0,Supporter
Exp. Share,Trainer,Scarlet & Violet,175,0,Pokmon Tool
Energy Switch,Trainer,Scarlet & Violet,174,0,Item
Energy Search,Trainer,Scarlet & Violet,173,0,Item
Energy Retrieval,Trainer,Scarlet & Violet,172,0,Item
Electric Generator,Trainer,Scarlet & Violet,171,0,Item
Defiance Band,Trainer,Scarlet & Violet,170,0,Pokmon Tool
Crushing Hammer,Trainer,Scarlet & Violet,169,0,Item
Beach Court,Trainer,Scarlet & Violet,168,0,Stadium
Arven,Trainer,Scarlet & Violet,167,0,Supporter
Flamigo,Pokmon,Scarlet & Violet,166,{C},0
Cyclizar,Pokmon,Scarlet & Violet,165,{C},0
Cyclizar,Pokmon,Scarlet & Violet,164,{C},0
Squawkabilly,Pokmon,Scarlet & Violet,163,{C},0
Maushold,Pokmon,Scarlet & Violet,162,{C},0
Tandemaus,Pokmon,Scarlet & Violet,161,{C},0
Tandemaus,Pokmon,Scarlet & Violet,160,{C},0
Oinkologne ex,Pokmon,Scarlet & Violet,159,{C},0
Oinkologne,Pokmon,Scarlet & Violet,158,{C},0
Lechonk,Pokmon,Scarlet & Violet,157,{C},0
Lechonk,Pokmon,Scarlet & Violet,156,{C},0
Lechonk,Pokmon,Scarlet & Violet,155,{C},0
Indeedee,Pokmon,Scarlet & Violet,154,{C},0
Greedent,Pokmon,Scarlet & Violet,153,{C},0
Skwovet,Pokmon,Scarlet & Violet,152,{C},0
Staraptor,Pokmon,Scarlet & Violet,151,{C},0
Staravia,Pokmon,Scarlet & Violet,150,{C},0
Starly,Pokmon,Scarlet & Violet,148,{C},0
Zangoose,Pokmon,Scarlet & Violet,147,{C},0
Zangoose,Pokmon,Scarlet & Violet,146,{C},0
Blissey,Pokmon,Scarlet & Violet,145,{C},0
Chansey,Pokmon,Scarlet & Violet,144,{C},0
Iron Treads ex,Pokmon,Scarlet & Violet,143,{M},0
Revavroom,Pokmon,Scarlet & Violet,142,{M},0
Varoom,Pokmon,Scarlet & Violet,141,{M},0
Varoom,Pokmon,Scarlet & Violet,140,{M},0
Forretress,Pokmon,Scarlet & Violet,139,{M},0
Bombirdier,Pokmon,Scarlet & Violet,138,{D},0
Mabosstiff,Pokmon,Scarlet & Violet,137,{D},0
Maschiff,Pokmon,Scarlet & Violet,136,{D},0
Maschiff,Pokmon,Scarlet & Violet,135,{D},0
Kingambit,Pokmon,Scarlet & Violet,134,{D},0
Bisharp,Pokmon,Scarlet & Violet,133,{D},0
Pawniard,Pokmon,Scarlet & Violet,132,{D},0
Toxicroak ex,Pokmon,Scarlet & Violet,131,{D},0
Croagunk,Pokmon,Scarlet & Violet,130,{D},0
Spiritomb,Pokmon,Scarlet & Violet,129,{D},0
Seviper,Pokmon,Scarlet & Violet,128,{D},0
Muk,Pokmon,Scarlet & Violet,127,{D},0
Grimer,Pokmon,Scarlet & Violet,126,{D},0
Koraidon ex,Pokmon,Scarlet & Violet,125,{F},0
Koraidon,Pokmon,Scarlet & Violet,124,{F},0
Great Tusk ex,Pokmon,Scarlet & Violet,123,{F},0
Klawf,Pokmon,Scarlet & Violet,122,{F},0
Stonjourner,Pokmon,Scarlet & Violet,121,{F},0
