Name,Type,Set,Set No.,Color,Sub-Type
Iron Hands ex,Pokémon,Paradox Rift,248,{L},0
Tapu Koko ex,Pokémon,Paradox Rift,247,{L},0
Golisopod ex,Pokémon,Paradox Rift,246,{W},0
Garchomp ex,Pokémon,Paradox Rift,245,{W},0
Tulip,Trainer,Paradox Rift,244,0,Supporter
Shauntal,Trainer,Paradox Rift,243,0,Supporter
Roark,Trainer,Paradox Rift,242,0,Supporter
Rika,Trainer,Paradox Rift,241,0,Supporter
Professor Turo’s Scenario,Trainer,Paradox Rift,240,0,Supporter
Professor Sada’s Vitality,Trainer,Paradox Rift,239,0,Supporter
Parasol Lady,Trainer,Paradox Rift,238,0,Supporter
Norman,Trainer,Paradox Rift,237,0,Supporter
Mela,Trainer,Paradox Rift,236,0,Supporter
Larry,Trainer,Paradox Rift,235,0,Supporter
Bombirdier ex,Pokémon,Paradox Rift,234,{C},0
Maushold ex,Pokémon,Paradox Rift,233,{C},0
Altaria ex,Pokémon,Paradox Rift,232,{N},0
Gholdengo ex,Pokémon,Paradox Rift,231,{M},0
Aegislash ex,Pokémon,Paradox Rift,230,{M},0
Roaring Moon ex,Pokémon,Paradox Rift,229,{D},0
Sandy Shocks ex,Pokémon,Paradox Rift,228,{F},0
Toxtricity ex,Pokémon,Paradox Rift,227,{F},0
Hoopa ex,Pokémon,Paradox Rift,226,{F},0
Iron Valiant ex,Pokémon,Paradox Rift,225,{P},0
Cofagrigus ex,Pokémon,Paradox Rift,224,{P},0
Iron Hands ex,Pokémon,Paradox Rift,223,{L},0
Tapu Koko ex,Pokémon,Paradox Rift,222,{L},0
Golisopod ex,Pokémon,Paradox Rift,221,{W},0
Tsareena ex,Pokémon,Paradox Rift,220,{W},0
Garchomp ex,Pokémon,Paradox Rift,219,{W},0
Armarouge ex,Pokémon,Paradox Rift,218,{R},0
Froslass ex,Pokémon,Paradox Rift,217,{G},0
Iron Jugulis,Pokémon,Paradox Rift,216,{C},0
Cyclizar,Pokémon,Paradox Rift,215,{C},0
Porygon-Z,Pokémon,Paradox Rift,214,{C},0
Swablu,Pokémon,Paradox Rift,213,{C},0
Loudred,Pokémon,Paradox Rift,212,{C},0
Aipom,Pokémon,Paradox Rift,211,{C},0
Aegislash,Pokémon,Paradox Rift,210,{M},0
Ferrothorn,Pokémon,Paradox Rift,209,{M},0
Steelix,Pokémon,Paradox Rift,208,{M},0
Brute Bonnet,Pokémon,Paradox Rift,207,{D},0
Morpeko,Pokémon,Paradox Rift,206,{D},0
Frogadier,Pokémon,Twilight Masquerade,57,{W},0
Froakie,Pokémon,Twilight Masquerade,56,{W},0
Phione,Pokémon,Twilight Masquerade,55,{W},0
Glaceon,Pokémon,Twilight Masquerade,54,{W},0
Froslass,Pokémon,Twilight Masquerade,53,{W},0
Glalie,Pokémon,Twilight Masquerade,52,{W},0
Snorunt,Pokémon,Twilight Masquerade,51,{W},0
Milotic,Pokémon,Twilight Masquerade,50,{W},0
Feebas,Pokémon,Twilight Masquerade,49,{W},0
Crawdaunt,Pokémon,Twilight Masquerade,48,{W},0
Corphish,Pokémon,Twilight Masquerade,47,{W},0
Jynx,Pokémon,Twilight Masquerade,46,{W},0
Seaking,Pokémon,Twilight Masquerade,45,{W},0
Goldeen,Pokémon,Twilight Masquerade,44,{W},0
Poliwrath,Pokémon,Twilight Masquerade,43,{W},0
Poliwhirl,Pokémon,Twilight Masquerade,42,{W},0
Poliwag,Pokémon,Twilight Masquerade,41,{W},0
Hearthflame Mask Ogerpon ex,Pokémon,Twilight Masquerade,40,{R},0
Chi-Yu,Pokémon,Twilight Masquerade,39,{R},0
Chandelure,Pokémon,Twilight Masquerade,38,{R},0
Lampent,Pokémon,Twilight Masquerade,37,{R},0
Litwick,Pokémon,Twilight Masquerade,36,{R},0
Darmanitan,Pokémon,Twilight Masquerade,35,{R},0
Darumaka,Pokémon,Twilight Masquerade,34,{R},0
Infernape,Pokémon,Twilight Masquerade,33,{R},0
Monferno,Pokémon,Twilight Masquerade,32,{R},0
Chimchar,Pokémon,Twilight Masquerade,31,{R},0
Torkoal,Pokémon,Twilight Masquerade,30,{R},0
Magcargo ex,Pokémon,Twilight Masquerade,29,{R},0
Slugma,Pokémon,Twilight Masquerade,28,{R},0
Ninetales,Pokémon,Twilight Masquerade,27,{R},0
Vulpix,Pokémon,Twilight Masquerade,26,{R},0
Teal Mask Ogerpon ex,Pokémon,Twilight Masquerade,25,{G},0
Teal Mask Ogerpon,Pokémon,Twilight Masquerade,24,{G},0
Sinistcha ex,Pokémon,Twilight Masquerade,23,{G},0
Sinistcha,Pokémon,Twilight Masquerade,22,{G},0
Poltchageist,Pokémon,Twilight Masquerade,21,{G},0
Poltchageist,Pokémon,Twilight Masquerade,20,{G},0
Iron Leaves,Pokémon,Twilight Masquerade,19,{G},0
Dipplin,Pokémon,Twilight Masquerade,18,{G},0
Applin,Pokémon,Twilight Masquerade,17,{G},0
Rillaboom,Pokémon,Twilight Masquerade,16,{G},0
Thwackey,Pokémon,Twilight Masquerade,15,{G},0
Grookey,Pokémon,Twilight Masquerade,14,{G},0
Trevenant,Pokémon,Twilight Masquerade,13,{G},0
Phantump,Pokémon,Twilight Masquerade,12,{G},0
Leafeon,Pokémon,Twilight Masquerade,11,{G},0
Illumise,Pokémon,Twilight Masquerade,10,{G},0
Volbeat,Pokémon,Twilight Masquerade,9,{G},0
Heracross,Pokémon,Twilight Masquerade,8,{G},0
Sunflora,Pokémon,Twilight Masquerade,7,{G},0
Sunkern,Pokémon,Twilight Masquerade,6,{G},0
Ariados,Pokémon,Twilight Masquerade,5,{G},0
Spinarak,Pokémon,Twilight Masquerade,4,{G},0
Pinsir,Pokémon,Twilight Masquerade,3,{G},0
Tangrowth,Pokémon,Twilight Masquerade,2,{G},0
Tangela,Pokémon,Twilight Masquerade,1,{G},0
Armarouge ex,Pokémon,Scarlet & Violet Promos,125,{R},0
Iono,Trainer,Scarlet & Violet Promos,124,0,Supporter
Melmetal ex,Pokémon,Scarlet & Violet Promos,104,{M},0
Aipom,Pokémon,Paradox Rift,145,{C},0
Porygon-Z,Pokémon,Paradox Rift,144,{C},0
Porygon2,Pokémon,Paradox Rift,143,{C},0
Porygon,Pokémon,Paradox Rift,142,{C},0
Tatsugiri,Pokémon,Paradox Rift,141,{N},0
Altaria ex,Pokémon,Paradox Rift,140,{N},0
Gholdengo ex,Pokémon,Paradox Rift,139,{M},0
Orthworm,Pokémon,Paradox Rift,138,{M},0
Skeledirge ex,Pokémon,Paradox Rift,137,{M},0
Zacian,Pokémon,Paradox Rift,136,{M},0
Aegislash ex,Pokémon,Paradox Rift,135,{M},0
Aegislash,Pokémon,Paradox Rift,134,{M},0
Doublade,Pokémon,Paradox Rift,133,{M},0
Doublade,Pokémon,Paradox Rift,132,{M},0
Honedge,Pokémon,Paradox Rift,131,{M},0
Honedge,Pokémon,Paradox Rift,130,{M},0
Durant,Pokémon,Paradox Rift,129,{M},0
Ferrothorn,Pokémon,Paradox Rift,128,{M},0
Ferroseed,Pokémon,Paradox Rift,127,{M},0
Jirachi,Pokémon,Paradox Rift,126,{M},0
Steelix,Pokémon,Paradox Rift,125,{M},0
Roaring Moon ex,Pokémon,Paradox Rift,124,{D},0
Brute Bonnet,Pokémon,Paradox Rift,123,{D},0
Lokix,Pokémon,Paradox Rift,122,{D},0
Morpeko,Pokémon,Paradox Rift,121,{D},0
Thievul,Pokémon,Paradox Rift,120,{D},0
Nickit,Pokémon,Paradox Rift,119,{D},0
Yveltal,Pokémon,Paradox Rift,118,{D},0
Garbodor,Pokémon,Paradox Rift,117,{D},0
Trubbish,Pokémon,Paradox Rift,116,{D},0
Liepard,Pokémon,Paradox Rift,115,{D},0
Purrloin,Pokémon,Paradox Rift,114,{D},0
Absol,Pokémon,Paradox Rift,113,{D},0
Crobat,Pokémon,Paradox Rift,112,{D},0
Golbat,Pokémon,Paradox Rift,111,{D},0
Zubat,Pokémon,Paradox Rift,110,{D},0
Ting-Lu,Pokémon,Paradox Rift,109,{F},0
Sandy Shocks ex,Pokémon,Paradox Rift,108,{F},0
Slither Wing,Pokémon,Paradox Rift,107,{F},0
Flamigo,Pokémon,Paradox Rift,106,{F},0
Klawf,Pokémon,Paradox Rift,105,{F},0
Garganacl,Pokémon,Paradox Rift,104,{F},0
Naclstack,Pokémon,Paradox Rift,103,{F},0
Nacli,Pokémon,Paradox Rift,102,{F},0
Nacli,Pokémon,Paradox Rift,101,{F},0
Toxtricity ex,Pokémon,Paradox Rift,100,{F},0
Minior,Pokémon,Paradox Rift,99,{F},0
Hoopa ex,Pokémon,Paradox Rift,98,{F},0
Mienshao,Pokémon,Paradox Rift,97,{F},0
Mienfoo,Pokémon,Paradox Rift,96,{F},0
Gabite,Pokémon,Paradox Rift,95,{F},0
Gible,Pokémon,Paradox Rift,94,{F},0
Groudon,Pokémon,Paradox Rift,93,{F},0
Gliscor,Pokémon,Paradox Rift,92,{F},0
Gligar,Pokémon,Paradox Rift,91,{F},0
Onix,Pokémon,Paradox Rift,90,{F},0
Iron Valiant ex,Pokémon,Paradox Rift,89,{P},0
Gimmighoul,Pokémon,Paradox Rift,88,{P},0
Gimmighoul,Pokémon,Paradox Rift,87,{P},0
Scream Tail,Pokémon,Paradox Rift,86,{P},0
Unfair Stamp,Trainer,Twilight Masquerade,165,0,Item
Survival Brace,Trainer,Twilight Masquerade,164,0,Pokémon Tool
Secret Box,Trainer,Twilight Masquerade,163,0,Item
Scoop Up Cyclone,Trainer,Twilight Masquerade,162,0,Item
Raifort,Trainer,Twilight Masquerade,161,0,Supporter
Perrin,Trainer,Twilight Masquerade,160,0,Supporter
Ogre’s Mask,Trainer,Twilight Masquerade,159,0,Item
Lucky Helmet,Trainer,Twilight Masquerade,158,0,Pokémon Tool
Lucian,Trainer,Twilight Masquerade,157,0,Supporter
Love Ball,Trainer,Twilight Masquerade,156,0,Item
Lana’s Aid,Trainer,Twilight Masquerade,155,0,Supporter
Kieran,Trainer,Twilight Masquerade,154,0,Supporter
Jamming Tower,Trainer,Twilight Masquerade,153,0,Stadium
Hyper Aroma,Trainer,Twilight Masquerade,152,0,Item
Hassel,Trainer,Twilight Masquerade,151,0,Supporter
Handheld Fan,Trainer,Twilight Masquerade,150,0,Pokémon Tool
Festival Grounds,Trainer,Twilight Masquerade,149,0,Stadium
Enhanced Hammer,Trainer,Twilight Masquerade,148,0,Item
Cook,Trainer,Twilight Masquerade,147,0,Supporter
Community Center,Trainer,Twilight Masquerade,146,0,Stadium
Carmine,Trainer,Twilight Masquerade,145,0,Supporter
Caretaker,Trainer,Twilight Masquerade,144,0,Supporter
Bug Catching Set,Trainer,Twilight Masquerade,143,0,Item
Accompanying Flute,Trainer,Twilight Masquerade,142,0,Item
Bloodmoon Ursaluna ex,Pokémon,Twilight Masquerade,141,{C},0
Swanna,Pokémon,Twilight Masquerade,140,{C},0
Ducklett,Pokémon,Twilight Masquerade,139,{C},0
Ambipom,Pokémon,Twilight Masquerade,138,{C},0
Aipom,Pokémon,Twilight Masquerade,137,{C},0
Snorlax,Pokémon,Twilight Masquerade,136,{C},0
Eevee,Pokémon,Twilight Masquerade,135,{C},0
Blissey ex,Pokémon,Twilight Masquerade,134,{C},0
Chansey,Pokémon,Twilight Masquerade,133,{C},0
Farfetch’d,Pokémon,Twilight Masquerade,132,{C},0
Tatsugiri,Pokémon,Twilight Masquerade,131,{N},0
Dragapult ex,Pokémon,Twilight Masquerade,130,{N},0
Drakloak,Pokémon,Twilight Masquerade,129,{N},0
Dreepy,Pokémon,Twilight Masquerade,128,{N},0
Iron Leaves ex,Pokémon,Scarlet & Violet Promos,128,{G},0
Dipplin,Pokémon,Twilight Masquerade,127,{N},0
Walking Wake ex,Pokémon,Scarlet & Violet Promos,127,{W},0
Applin,Pokémon,Twilight Masquerade,126,{N},0
Revavroom,Pokémon,Twilight Masquerade,125,{M},0
Varoom,Pokémon,Twilight Masquerade,124,{M},0
Teal Mask Ogerpon,Pokémon,Scarlet & Violet Promos,123,{G},0
Heatran,Pokémon,Twilight Masquerade,123,{M},0
Snorlax,Pokémon,Scarlet & Violet Promos,122,{C},0
Aggron,Pokémon,Twilight Masquerade,122,{M},0
Revavroom,Pokémon,Scarlet & Violet Promos,121,{M},0
Lairon,Pokémon,Twilight Masquerade,121,{M},0
Pupitar,Pokémon,Scarlet & Violet Promos,120,{F},0
Aron,Pokémon,Twilight Masquerade,120,{M},0
Toxel,Pokémon,Scarlet & Violet Promos,119,{L},0
Skarmory,Pokémon,Twilight Masquerade,119,{M},0
Tatsugiri,Pokémon,Scarlet & Violet Promos,118,{N},0
Brute Bonnet,Pokémon,Twilight Masquerade,118,{D},0
Scolipede,Pokémon,Twilight Masquerade,117,{D},0
Froslass,Pokémon,Scarlet & Violet Promos,117,{W},0
Whirlipede,Pokémon,Twilight Masquerade,116,{D},0
Infernape,Pokémon,Scarlet & Violet Promos,116,{R},0
Computer Search,Trainer,Pokémon Trading Card Game Classic—Charizard,20,0,Item
Computer Search,Trainer,Pokémon Trading Card Game Classic—Venusaur,20,0,Item
Boss’s Orders,Trainer,Pokémon Trading Card Game Classic—Charizard,19,0,Supporter
Boss’s Orders,Trainer,Pokémon Trading Card Game Classic—Venusaur,19,0,Supporter
Boss’s Orders,Trainer,Pokémon Trading Card Game Classic—Blastoise,19,0,Supporter
Bill,Trainer,Pokémon Trading Card Game Classic—Blastoise,18,0,Supporter
Bill,Trainer,Pokémon Trading Card Game Classic—Charizard,18,0,Supporter
Bill,Trainer,Pokémon Trading Card Game Classic—Venusaur,18,0,Supporter
Lugia ex,Pokémon,Pokémon Trading Card Game Classic—Venusaur,17,{C},0
Kangaskhan,Pokémon,Pokémon Trading Card Game Classic—Blastoise,17,{C},0
Miltank,Pokémon,Pokémon Trading Card Game Classic—Charizard,17,{C},0
Stantler,Pokémon,Pokémon Trading Card Game Classic—Charizard,16,{C},0
Snorlax,Pokémon,Pokémon Trading Card Game Classic—Venusaur,16,{C},0
Lt. Surge’s Raticate,Pokémon,Pokémon Trading Card Game Classic—Blastoise,16,{C},0
Dunsparce,Pokémon,Pokémon Trading Card Game Classic—Charizard,15,{C},0
Chansey,Pokémon,Pokémon Trading Card Game Classic—Venusaur,15,{C},0
Lt. Surge’s Rattata,Pokémon,Pokémon Trading Card Game Classic—Blastoise,15,{C},0
Clefable,Pokémon,Pokémon Trading Card Game Classic—Charizard,14,{C},0
Dodrio,Pokémon,Pokémon Trading Card Game Classic—Venusaur,14,{C},0
Mewtwo,Pokémon,Pokémon Trading Card Game Classic—Blastoise,14,{P},0
Mr. Mime,Pokémon,Pokémon Trading Card Game Classic—Blastoise,13,{P},0
Clefairy,Pokémon,Pokémon Trading Card Game Classic—Charizard,13,{C},0
Doduo,Pokémon,Pokémon Trading Card Game Classic—Venusaur,13,{C},0
Zapdos,Pokémon,Pokémon Trading Card Game Classic—Charizard,12,{L},0
Hitmonchan,Pokémon,Pokémon Trading Card Game Classic—Venusaur,12,{F},0
Hypno,Pokémon,Pokémon Trading Card Game Classic—Blastoise,12,{P},0
Electrode,Pokémon,Pokémon Trading Card Game Classic—Charizard,11,{L},0
Hitmonlee,Pokémon,Pokémon Trading Card Game Classic—Venusaur,11,{F},0
Drowzee,Pokémon,Pokémon Trading Card Game Classic—Blastoise,11,{P},0
Voltorb,Pokémon,Pokémon Trading Card Game Classic—Charizard,10,{L},0
Suicune ex,Pokémon,Pokémon Trading Card Game Classic—Blastoise,10,{W},0
Onix,Pokémon,Pokémon Trading Card Game Classic—Venusaur,10,{F},0
Raichu,Pokémon,Pokémon Trading Card Game Classic—Charizard,9,{L},0
Sandslash,Pokémon,Pokémon Trading Card Game Classic—Venusaur,9,{F},0
Articuno,Pokémon,Pokémon Trading Card Game Classic—Blastoise,9,{W},0
Sandshrew,Pokémon,Pokémon Trading Card Game Classic—Venusaur,8,{F},0
Lapras,Pokémon,Pokémon Trading Card Game Classic—Blastoise,8,{W},0
Pikachu,Pokémon,Pokémon Trading Card Game Classic—Charizard,8,{L},0
Ho-Oh ex,Pokémon,Pokémon Trading Card Game Classic—Charizard,7,{R},0
Gyarados,Pokémon,Pokémon Trading Card Game Classic—Blastoise,7,{W},0
Pinsir,Pokémon,Pokémon Trading Card Game Classic—Venusaur,7,{G},0
Magikarp,Pokémon,Pokémon Trading Card Game Classic—Blastoise,6,{W},0
Magmar,Pokémon,Pokémon Trading Card Game Classic—Charizard,6,{R},0
Scyther,Pokémon,Pokémon Trading Card Game Classic—Venusaur,6,{G},0
Starmie,Pokémon,Pokémon Trading Card Game Classic—Blastoise,5,{W},0
Rapidash,Pokémon,Pokémon Trading Card Game Classic—Charizard,5,{R},0
Parasect,Pokémon,Pokémon Trading Card Game Classic—Venusaur,5,{G},0
Staryu,Pokémon,Pokémon Trading Card Game Classic—Blastoise,4,{W},0
Ponyta,Pokémon,Pokémon Trading Card Game Classic—Charizard,4,{R},0
Paras,Pokémon,Pokémon Trading Card Game Classic—Venusaur,4,{G},0
Blastoise,Pokémon,Pokémon Trading Card Game Classic—Blastoise,3,{W},0
Charizard,Pokémon,Pokémon Trading Card Game Classic—Charizard,3,{R},0
Venusaur,Pokémon,Pokémon Trading Card Game Classic—Venusaur,3,{G},0
Wartortle,Pokémon,Pokémon Trading Card Game Classic—Blastoise,2,{W},0
Charmeleon,Pokémon,Pokémon Trading Card Game Classic—Charizard,2,{R},0
Ivysaur,Pokémon,Pokémon Trading Card Game Classic—Venusaur,2,{G},0
Squirtle,Pokémon,Pokémon Trading Card Game Classic—Blastoise,1,{W},0
Charmander,Pokémon,Pokémon Trading Card Game Classic—Charizard,1,{R},0
Bulbasaur,Pokémon,Pokémon Trading Card Game Classic—Venusaur,1,{G},0
Reversal Energy,Energy,Paradox Rift,266,{G},0
Haxorus,Pokémon,Shrouded Fable,46,{N},0
Fraxure,Pokémon,Shrouded Fable,45,{N},0
Axew,Pokémon,Shrouded Fable,44,{N},0
Varoom,Pokémon,Shrouded Fable,43,{M},0
Copperajah,Pokémon,Shrouded Fable,42,{M},0
Cufant,Pokémon,Shrouded Fable,41,{M},0
Genesect,Pokémon,Shrouded Fable,40,{M},0
Pecharunt ex,Pokémon,Shrouded Fable,39,{D},0
Fezandipiti ex,Pokémon,Shrouded Fable,38,{D},0
Munkidori ex,Pokémon,Shrouded Fable,37,{D},0
Okidogi ex,Pokémon,Shrouded Fable,36,{D},0
Yveltal,Pokémon,Shrouded Fable,35,{D},0
Malamar,Pokémon,Shrouded Fable,34,{D},0
Inkay,Pokémon,Shrouded Fable,33,{D},0
Zoroark,Pokémon,Shrouded Fable,32,{D},0
Zorua,Pokémon,Shrouded Fable,31,{D},0
Absol,Pokémon,Shrouded Fable,30,{D},0
Crobat,Pokémon,Shrouded Fable,29,{D},0
Golbat,Pokémon,Shrouded Fable,28,{D},0
Zubat,Pokémon,Shrouded Fable,27,{D},0
Slither Wing,Pokémon,Shrouded Fable,26,{F},0
Bloodmoon Ursaluna,Pokémon,Shrouded Fable,25,{F},0
Toxicroak,Pokémon,Shrouded Fable,24,{F},0
Croagunk,Pokémon,Shrouded Fable,23,{F},0
Sylveon,Pokémon,Shrouded Fable,22,{P},0
Cresselia,Pokémon,Shrouded Fable,21,{P},0
Dusknoir,Pokémon,Shrouded Fable,20,{P},0
Dusclops,Pokémon,Shrouded Fable,19,{P},0
Duskull,Pokémon,Shrouded Fable,18,{P},0
Hypno,Pokémon,Shrouded Fable,17,{P},0
Drowzee,Pokémon,Shrouded Fable,16,{P},0
Revavroom ex,Pokémon,Shrouded Fable,15,{L},0
Weavile,Pokémon,Shrouded Fable,14,{W},0
Sneasel,Pokémon,Shrouded Fable,13,{W},0
Kingdra ex,Pokémon,Shrouded Fable,12,{W},0
Seadra,Pokémon,Shrouded Fable,11,{W},0
Horsea,Pokémon,Shrouded Fable,10,{W},0
Iron Moth,Pokémon,Shrouded Fable,9,{R},0
Houndoom,Pokémon,Shrouded Fable,8,{R},0
Houndour,Pokémon,Shrouded Fable,7,{R},0
Tapu Bulu,Pokémon,Shrouded Fable,6,{G},0
Decidueye,Pokémon,Shrouded Fable,5,{G},0
Dartrix,Pokémon,Shrouded Fable,4,{G},0
Rowlet,Pokémon,Shrouded Fable,3,{G},0
Galvantula,Pokémon,Shrouded Fable,2,{G},0
Joltik,Pokémon,Shrouded Fable,1,{G},0
Miraidon ex,Pokémon,Scarlet & Violet Promos,134,{L},0
Victini ex,Pokémon,Scarlet & Violet Promos,133,{R},0
Miraidon,Pokémon,Scarlet & Violet Promos,135,{L},0
Palafin ex,Pokémon,Scarlet & Violet Promos,126,{W},0
Kingambit,Pokémon,Scarlet & Violet Promos,113,{D},0
Bisharp,Pokémon,Scarlet & Violet Promos,112,{D},0
Pawniard,Pokémon,Scarlet & Violet Promos,111,{D},0
Darkrai ex,Pokémon,Scarlet & Violet Promos,110,{D},0
Ampharos,Pokémon,Scarlet & Violet Promos,109,{L},0
Flaaffy,Pokémon,Scarlet & Violet Promos,108,{L},0
Mareep,Pokémon,Scarlet & Violet Promos,107,{L},0
Pikachu ex,Pokémon,Scarlet & Violet Promos,106,{L},0
Armarouge ex,Pokémon,Scarlet & Violet Promos,105,{R},0
Luminous Energy,Energy,Twilight Masquerade,226,{R},0
Venipede,Pokémon,Twilight Masquerade,115,{D},0
Thwackey,Pokémon,Scarlet & Violet Promos,115,{G},0
Mightyena,Pokémon,Twilight Masquerade,114,{D},0
Picnicker,Trainer,Scarlet & Violet Promos,114,0,Supporter
Poochyena,Pokémon,Twilight Masquerade,113,{D},0
Cornerstone Mask Ogerpon ex,Pokémon,Twilight Masquerade,112,{F},0
Okidogi,Pokémon,Twilight Masquerade,111,{F},0
Ting-Lu,Pokémon,Twilight Masquerade,110,{F},0
Glimmora,Pokémon,Twilight Masquerade,109,{F},0
Glimmet,Pokémon,Twilight Masquerade,108,{F},0
Hawlucha,Pokémon,Twilight Masquerade,107,{F},0
Greninja ex,Pokémon,Twilight Masquerade,106,{F},0
Conkeldurr,Pokémon,Twilight Masquerade,105,{F},0
Gurdurr,Pokémon,Twilight Masquerade,104,{F},0
Timburr,Pokémon,Twilight Masquerade,103,{F},0
Probopass,Pokémon,Twilight Masquerade,102,{F},0
Nosepass,Pokémon,Twilight Masquerade,101,{F},0
Hisuian Arcanine,Pokémon,Twilight Masquerade,100,{F},0
Hisuian Growlithe,Pokémon,Twilight Masquerade,99,{F},0
Sandslash,Pokémon,Twilight Masquerade,98,{F},0
Sandshrew,Pokémon,Twilight Masquerade,97,{F},0
Fezandipiti,Pokémon,Twilight Masquerade,96,{P},0
Munkidori,Pokémon,Twilight Masquerade,95,{P},0
Scream Tail ex,Pokémon,Twilight Masquerade,94,{P},0
Enamorus,Pokémon,Twilight Masquerade,93,{P},0
Palossand,Pokémon,Twilight Masquerade,92,{P},0
Sandygast,Pokémon,Twilight Masquerade,91,{P},0
Slurpuff,Pokémon,Twilight Masquerade,90,{P},0
Swirlix,Pokémon,Twilight Masquerade,89,{P},0
Florges,Pokémon,Twilight Masquerade,88,{P},0
Floette,Pokémon,Twilight Masquerade,87,{P},0
Flabébé,Pokémon,Twilight Masquerade,86,{P},0
Chimecho,Pokémon,Twilight Masquerade,85,{P},0
Farigiraf,Pokémon,Twilight Masquerade,84,{P},0
Girafarig,Pokémon,Twilight Masquerade,83,{P},0
Alakazam,Pokémon,Twilight Masquerade,82,{P},0
Kadabra,Pokémon,Twilight Masquerade,81,{P},0
Abra,Pokémon,Twilight Masquerade,80,{P},0
Clefable,Pokémon,Twilight Masquerade,79,{P},0
Clefairy,Pokémon,Twilight Masquerade,78,{P},0
Iron Thorns ex,Pokémon,Twilight Masquerade,77,{L},0
Kilowattrel,Pokémon,Twilight Masquerade,76,{L},0
Wattrel,Pokémon,Twilight Masquerade,75,{L},0
Bellibolt,Pokémon,Twilight Masquerade,74,{L},0
Tadbulb,Pokémon,Twilight Masquerade,73,{L},0
Morpeko,Pokémon,Twilight Masquerade,72,{L},0
Heliolisk,Pokémon,Twilight Masquerade,71,{L},0
Helioptile,Pokémon,Twilight Masquerade,70,{L},0
Emolga,Pokémon,Twilight Masquerade,69,{L},0
Luxray ex,Pokémon,Twilight Masquerade,68,{L},0
Luxio,Pokémon,Twilight Masquerade,67,{L},0
Shinx,Pokémon,Twilight Masquerade,66,{L},0
Zapdos,Pokémon,Twilight Masquerade,65,{L},0
Wellspring Mask Ogerpon ex,Pokémon,Twilight Masquerade,64,{W},0
Walking Wake,Pokémon,Twilight Masquerade,63,{W},0
Iron Bundle,Pokémon,Twilight Masquerade,62,{W},0
Palafin ex,Pokémon,Twilight Masquerade,61,{W},0
Palafin,Pokémon,Twilight Masquerade,60,{W},0
Finizen,Pokémon,Twilight Masquerade,59,{W},0
Cramorant,Pokémon,Twilight Masquerade,58,{W},0
Pecharunt,Pokémon,Scarlet & Violet Promos,129,{D},0
Paradise Resort,Trainer,Scarlet & Violet Promos,137,0,Stadium
Pikachu,Pokémon,Scarlet & Violet Promos,138,{L},0
Pecharunt,Pokémon,Scarlet & Violet Promos,136,{D},0
Greninja ex,Pokémon,Scarlet & Violet Promos,132,{W},0
Kingdra ex,Pokémon,Scarlet & Violet Promos,131,{W},0
Kingambit,Pokémon,Scarlet & Violet Promos,130,{M},0
Basic {M} Energy,Energy,Shrouded Fable,99,{M},0
Basic {D} Energy,Energy,Shrouded Fable,98,{M},0
Powerglass,Trainer,Shrouded Fable,97,0,Pokémon Tool
Earthen Vessel,Trainer,Shrouded Fable,96,0,Item
Pecharunt ex,Pokémon,Shrouded Fable,95,{D},0
Cassiopeia,Trainer,Shrouded Fable,94,0,Supporter
Pecharunt ex,Pokémon,Shrouded Fable,93,{D},0
Fezandipiti ex,Pokémon,Shrouded Fable,92,{D},0
Munkidori ex,Pokémon,Shrouded Fable,91,{D},0
Okidogi ex,Pokémon,Shrouded Fable,90,{D},0
Xerosic’s Machinations,Trainer,Shrouded Fable,89,0,Supporter
Janine’s Secret Art,Trainer,Shrouded Fable,88,0,Supporter
Colress’s Tenacity,Trainer,Shrouded Fable,87,0,Supporter
Cassiopeia,Trainer,Shrouded Fable,86,0,Supporter
Pecharunt ex,Pokémon,Shrouded Fable,85,{D},0
Fezandipiti ex,Pokémon,Shrouded Fable,84,{D},0
Munkidori ex,Pokémon,Shrouded Fable,83,{D},0
Okidogi ex,Pokémon,Shrouded Fable,82,{D},0
Revavroom ex,Pokémon,Shrouded Fable,81,{L},0
Kingdra ex,Pokémon,Shrouded Fable,80,{W},0
Bewear,Pokémon,Shrouded Fable,79,{C},0
Persian,Pokémon,Shrouded Fable,78,{C},0
Fraxure,Pokémon,Shrouded Fable,77,{N},0
Cufant,Pokémon,Shrouded Fable,76,{M},0
Zorua,Pokémon,Shrouded Fable,75,{D},0
Okidogi,Pokémon,Shrouded Fable,74,{F},0
Fezandipiti,Pokémon,Shrouded Fable,73,{P},0
Munkidori,Pokémon,Shrouded Fable,72,{P},0
Cresselia,Pokémon,Shrouded Fable,71,{P},0
Dusknoir,Pokémon,Shrouded Fable,70,{P},0
Dusclops,Pokémon,Shrouded Fable,69,{P},0
Duskull,Pokémon,Shrouded Fable,68,{P},0
Horsea,Pokémon,Shrouded Fable,67,{W},0
Houndoom,Pokémon,Shrouded Fable,66,{R},0
Tapu Bulu,Pokémon,Shrouded Fable,65,{G},0
Xerosic’s Machinations,Trainer,Shrouded Fable,64,0,Supporter
Powerglass,Trainer,Shrouded Fable,63,0,Pokémon Tool
Poké Vital A,Trainer,Shrouded Fable,62,0,Item
Night Stretcher,Trainer,Shrouded Fable,61,0,Item
Neutralization Zone,Trainer,Shrouded Fable,60,0,Stadium
Janine’s Secret Art,Trainer,Shrouded Fable,59,0,Supporter
