Name,Type,Set,SetNo,Color,SubType
Hisuian Typhlosion V,Pokmon,Astral Radiance,53,{P},0
Hisuian Typhlosion,Pokmon,Astral Radiance,52,{P},0
Regieleki,Pokmon,Astral Radiance,51,{L},0
Luxray V,Pokmon,Astral Radiance,50,{L},0
Galarian Mr. Rime V,Pokmon,Astral Radiance,49,{W},0
Hisuian Avalugg,Pokmon,Astral Radiance,48,{W},0
Bergmite,Pokmon,Astral Radiance,47,{W},0
Radiant Greninja,Pokmon,Astral Radiance,46,{W},0
Keldeo,Pokmon,Astral Radiance,45,{W},0
Hisuian Basculegion,Pokmon,Astral Radiance,44,{W},0
Hisuian Basculin,Pokmon,Astral Radiance,43,{W},0
Dewott,Pokmon,Astral Radiance,42,{W},0
Oshawott,Pokmon,Astral Radiance,41,{W},0
Origin Forme Palkia VSTAR,Pokmon,Astral Radiance,40,{W},0
Origin Forme Palkia V,Pokmon,Astral Radiance,39,{W},0
Glaceon,Pokmon,Astral Radiance,38,{W},0
Regice,Pokmon,Astral Radiance,37,{W},0
Whiscash,Pokmon,Astral Radiance,36,{W},0
Barboach,Pokmon,Astral Radiance,35,{W},0
Mantine,Pokmon,Astral Radiance,34,{W},0
Mamoswine,Pokmon,Astral Radiance,33,{W},0
Piloswine,Pokmon,Astral Radiance,32,{W},0
Swinub,Pokmon,Astral Radiance,31,{W},0
Starmie V,Pokmon,Astral Radiance,30,{W},0
Golduck,Pokmon,Astral Radiance,29,{W},0
Psyduck,Pokmon,Astral Radiance,28,{W},0
Radiant Heatran,Pokmon,Astral Radiance,27,{R},0
Heatran VMAX,Pokmon,Astral Radiance,26,{R},0
Heatran V,Pokmon,Astral Radiance,25,{R},0
Quilava,Pokmon,Astral Radiance,24,{R},0
Cyndaquil,Pokmon,Astral Radiance,23,{R},0
Rapidash,Pokmon,Astral Radiance,22,{R},0
Ponyta,Pokmon,Astral Radiance,21,{R},0
Dartrix,Pokmon,Astral Radiance,20,{G},0
Rowlet,Pokmon,Astral Radiance,19,{G},0
Hisuian Lilligant VSTAR,Pokmon,Astral Radiance,18,{G},0
Hisuian Lilligant V,Pokmon,Astral Radiance,17,{G},0
Hisuian Lilligant,Pokmon,Astral Radiance,16,{G},0
Petilil,Pokmon,Astral Radiance,15,{G},0
Shaymin,Pokmon,Astral Radiance,14,{G},0
Leafeon,Pokmon,Astral Radiance,13,{G},0
Vespiquen,Pokmon,Astral Radiance,12,{G},0
Combee,Pokmon,Astral Radiance,11,{G},0
Kricketune,Pokmon,Astral Radiance,10,{G},0
Kricketot,Pokmon,Astral Radiance,9,{G},0
Heracross,Pokmon,Astral Radiance,8,{G},0
Yanmega,Pokmon,Astral Radiance,7,{G},0
Yanma,Pokmon,Astral Radiance,6,{G},0
Scyther,Pokmon,Astral Radiance,5,{G},0
Scyther,Pokmon,Astral Radiance,4,{G},0
Hisuian Electrode,Pokmon,Astral Radiance,3,{G},0
Hisuian Voltorb,Pokmon,Astral Radiance,2,{G},0
Beedrill V,Pokmon,Astral Radiance,1,{G},0
Professors Research,Trainer,Sword & Shield Promos,152,0,Supporter
Arceus V,Pokmon,Sword & Shield Promos,204,{C},0
Boltund V,Pokmon,Sword & Shield Promos,219,{L},0
Morpeko V-UNION,Pokmon,Sword & Shield Promos,218,{L},0
Morpeko V-UNION,Pokmon,Sword & Shield Promos,217,{L},0
Morpeko V-UNION,Pokmon,Sword & Shield Promos,216,{L},0
Morpeko V-UNION,Pokmon,Sword & Shield Promos,215,{L},0
Lucario VSTAR,Pokmon,Sword & Shield Promos,214,{F},0
Lucario V,Pokmon,Sword & Shield Promos,213,{F},0
Umbreon V,Pokmon,Sword & Shield Promos,203,{D},0
Sylveon V,Pokmon,Sword & Shield Promos,202,{P},0
Espeon V,Pokmon,Sword & Shield Promos,201,{P},0
Oshawott,Pokmon,Sword & Shield Promos,222,{W},0
Cyndaquil,Pokmon,Sword & Shield Promos,221,{R},0
Rowlet,Pokmon,Sword & Shield Promos,220,{G},0
Pikachu V,Pokmon,Sword & Shield Promos,198,{L},0
Galarian Obstagoon,Pokmon,Sword & Shield Promos,193,{D},0
Rapid Strike Urshifu VMAX,Pokmon,Brilliant Stars,217,{F},0
Single Strike Urshifu VMAX,Pokmon,Brilliant Stars,216,{F},0
Single Strike Style Mustard,Trainer,Brilliant Stars,215,0,Supporter
Rapid Strike Style Mustard,Trainer,Brilliant Stars,214,0,Supporter
Gloria,Trainer,Brilliant Stars,213,0,Supporter
Caf Master,Trainer,Brilliant Stars,212,0,Supporter
Acerolas Premonition,Trainer,Brilliant Stars,211,0,Supporter
Umbreon VMAX,Pokmon,Brilliant Stars,210,{D},0
Umbreon V,Pokmon,Brilliant Stars,209,{D},0
Rapid Strike Urshifu VMAX,Pokmon,Brilliant Stars,208,{F},0
Rapid Strike Urshifu V,Pokmon,Brilliant Stars,207,{F},0
Single Strike Urshifu VMAX,Pokmon,Brilliant Stars,206,{F},0
Single Strike Urshifu V,Pokmon,Brilliant Stars,205,{F},0
Mimikyu VMAX,Pokmon,Brilliant Stars,204,{P},0
Mimikyu V,Pokmon,Brilliant Stars,203,{P},0
Sylveon VMAX,Pokmon,Brilliant Stars,202,{P},0
Corviknight V,Pokmon,Sword & Shield Promos,200,{M},0
Sylveon V,Pokmon,Brilliant Stars,201,{P},0
Lycanroc V,Pokmon,Sword & Shield Promos,199,{F},0
Boltund V,Pokmon,Brilliant Stars,200,{L},0
Oranguru,Pokmon,Brilliant Stars,199,{C},0
Eevee,Pokmon,Brilliant Stars,198,{C},0
Houndoom,Pokmon,Brilliant Stars,197,{D},0
Ariados,Pokmon,Brilliant Stars,196,{D},0
Alcremie,Pokmon,Brilliant Stars,195,{P},0
Dedenne,Pokmon,Brilliant Stars,194,{P},0
Glaceon,Pokmon,Sword & Shield Promos,192,{W},0
Dusknoir,Pokmon,Brilliant Stars,193,{P},0
Leafeon,Pokmon,Sword & Shield Promos,191,{G},0
Zekrom,Pokmon,Brilliant Stars,192,{L},0
Eevee,Pokmon,Sword & Shield Promos,190,{C},0
Jolteon,Pokmon,Brilliant Stars,191,{L},0
Flapple,Pokmon,Sword & Shield Promos,189,{N},0
Octillery,Pokmon,Brilliant Stars,190,{W},0
Vaporeon,Pokmon,Brilliant Stars,189,{W},0
Bibarel,Pokmon,Sword & Shield Promos,188,{C},0
Flareon,Pokmon,Brilliant Stars,188,{R},0
Liepard,Pokmon,Sword & Shield Promos,187,{D},0
Ultra Ball,Trainer,Brilliant Stars,187,0,Item
Lucario,Pokmon,Sword & Shield Promos,186,{F},0
Magma Basin,Trainer,Brilliant Stars,186,0,Stadium
Moltres,Pokmon,Sword & Shield Promos,185,{R},0
Arceus VSTAR,Pokmon,Brilliant Stars,185,{C},0
Galarian Moltres V,Pokmon,Brilliant Stars,184,{D},0
Galarian Zapdos V,Pokmon,Brilliant Stars,183,{F},0
Galarian Articuno V,Pokmon,Brilliant Stars,182,{P},0
Roseannes Backup,Trainer,Brilliant Stars,181,0,Supporter
Kindler,Trainer,Brilliant Stars,180,0,Supporter
Cynthias Ambition,Trainer,Brilliant Stars,179,0,Supporter
Cherens Care,Trainer,Brilliant Stars,178,0,Supporter
Arceus VSTAR,Pokmon,Brilliant Stars,177,{C},0
Whimsicott VSTAR,Pokmon,Brilliant Stars,176,{P},0
Charizard VSTAR,Pokmon,Brilliant Stars,175,{R},0
Shaymin VSTAR,Pokmon,Brilliant Stars,174,{G},0
Roseannes Backup,Trainer,Brilliant Stars,173,0,Supporter
Marnies Pride,Trainer,Brilliant Stars,172,0,Supporter
Kindler,Trainer,Brilliant Stars,171,0,Supporter
Cynthias Ambition,Trainer,Brilliant Stars,170,0,Supporter
Cherens Care,Trainer,Brilliant Stars,169,0,Supporter
Barry,Trainer,Brilliant Stars,168,0,Supporter
Arceus V,Pokmon,Brilliant Stars,167,{C},0
Arceus V,Pokmon,Brilliant Stars,166,{C},0
Flygon V,Pokmon,Brilliant Stars,165,{N},0
Zamazenta V,Pokmon,Brilliant Stars,164,{M},0
Honchkrow V,Pokmon,Brilliant Stars,163,{D},0
Honchkrow V,Pokmon,Brilliant Stars,162,{D},0
Whimsicott V,Pokmon,Brilliant Stars,161,{P},0
Granbull V,Pokmon,Brilliant Stars,160,{P},0
Raichu V,Pokmon,Brilliant Stars,159,{L},0
Pikachu V,Pokmon,Brilliant Stars,158,{L},0
Lumineon V,Pokmon,Brilliant Stars,157,{W},0
Lumineon V,Pokmon,Brilliant Stars,156,{W},0
Charizard V,Pokmon,Brilliant Stars,155,{R},0
Charizard V,Pokmon,Brilliant Stars,154,{R},0
Shaymin V,Pokmon,Brilliant Stars,153,{G},0
Double Turbo Energy,Energy,Brilliant Stars,152,{G},0
Ultra Ball,Trainer,Brilliant Stars,151,0,Item
Team Yells Cheer,Trainer,Brilliant Stars,150,0,Supporter
Roseannes Backup,Trainer,Brilliant Stars,149,0,Supporter
Professors Research,Trainer,Brilliant Stars,148,0,Supporter
Pot Helmet,Trainer,Brilliant Stars,147,0,Pokmon Tool
Marnies Pride,Trainer,Brilliant Stars,146,0,Supporter
Magma Basin,Trainer,Brilliant Stars,145,0,Stadium
Kindler,Trainer,Brilliant Stars,144,0,Supporter
Hunting Gloves,Trainer,Brilliant Stars,143,0,Pokmon Tool
Gloria,Trainer,Brilliant Stars,142,0,Supporter
Friends in Galar,Trainer,Brilliant Stars,141,0,Supporter
Fresh Water Set,Trainer,Brilliant Stars,140,0,Item
Cynthias Ambition,Trainer,Brilliant Stars,139,0,Supporter
Collapsed Stadium,Trainer,Brilliant Stars,138,0,Stadium
Cleansing Gloves,Trainer,Brilliant Stars,137,0,Pokmon Tool
Choice Belt,Trainer,Brilliant Stars,136,0,Pokmon Tool
Cherens Care,Trainer,Brilliant Stars,135,0,Supporter
Caf Master,Trainer,Brilliant Stars,134,0,Supporter
Bosss Orders,Trainer,Brilliant Stars,133,0,Supporter
Blunder Policy,Trainer,Brilliant Stars,132,0,Pokmon Tool
Barry,Trainer,Brilliant Stars,131,0,Supporter
Acerolas Premonition,Trainer,Brilliant Stars,130,0,Supporter
Drampa V,Pokmon,Brilliant Stars,129,{C},0
Hawlucha,Pokmon,Brilliant Stars,128,{C},0
Tornadus,Pokmon,Brilliant Stars,127,{C},0
Cinccino,Pokmon,Brilliant Stars,126,{C},0
Minccino,Pokmon,Brilliant Stars,125,{C},0
Arceus VSTAR,Pokmon,Brilliant Stars,124,{C},0
Arceus V,Pokmon,Brilliant Stars,123,{C},0
Bibarel,Pokmon,Brilliant Stars,122,{C},0
Bidoof,Pokmon,Brilliant Stars,121,{C},0
Staraptor,Pokmon,Brilliant Stars,120,{C},0
Staravia,Pokmon,Brilliant Stars,119,{C},0
Starly,Pokmon,Brilliant Stars,118,{C},0
Castform,Pokmon,Brilliant Stars,117,{C},0
Farfetchd,Pokmon,Brilliant Stars,116,{C},0
Dracovish V,Pokmon,Brilliant Stars,115,{N},0
Druddigon,Pokmon,Brilliant Stars,114,{N},0
Haxorus,Pokmon,Brilliant Stars,113,{N},0
Fraxure,Pokmon,Brilliant Stars,112,{N},0
Axew,Pokmon,Brilliant Stars,111,{N},0
Garchomp,Pokmon,Brilliant Stars,110,{N},0
Gabite,Pokmon,Brilliant Stars,109,{N},0
Gible,Pokmon,Brilliant Stars,108,{N},0
Flygon V,Pokmon,Brilliant Stars,107,{N},0
Zamazenta V,Pokmon,Brilliant Stars,106,{M},0
Klinklang,Pokmon,Brilliant Stars,105,{M},0
Klang,Pokmon,Brilliant Stars,104,{M},0
Klink,Pokmon,Brilliant Stars,103,{M},0
Escavalier,Pokmon,Brilliant Stars,102,{M},0
Heatran,Pokmon,Brilliant Stars,101,{M},0
Probopass,Pokmon,Brilliant Stars,100,{M},0
Wormadam,Pokmon,Brilliant Stars,99,{M},0
Aggron VMAX,Pokmon,Brilliant Stars,98,{M},0
Aggron V,Pokmon,Brilliant Stars,97,{M},0
Morpeko V,Pokmon,Brilliant Stars,96,{D},0
Grimmsnarl,Pokmon,Brilliant Stars,95,{D},0
Morgrem,Pokmon,Brilliant Stars,94,{D},0
Impidimp,Pokmon,Brilliant Stars,93,{D},0
Liepard,Pokmon,Brilliant Stars,92,{D},0
Purrloin,Pokmon,Brilliant Stars,91,{D},0
Spiritomb,Pokmon,Brilliant Stars,90,{D},0
Honchkrow V,Pokmon,Brilliant Stars,89,{D},0
Weavile,Pokmon,Brilliant Stars,88,{D},0
Sneasel,Pokmon,Brilliant Stars,87,{D},0
Muk,Pokmon,Brilliant Stars,86,{D},0
Grimer,Pokmon,Brilliant Stars,85,{D},0
Golurk,Pokmon,Brilliant Stars,84,{F},0
Golett,Pokmon,Brilliant Stars,83,{F},0
Sawk,Pokmon,Brilliant Stars,82,{F},0
Throh,Pokmon,Brilliant Stars,81,{F},0
Lucario,Pokmon,Brilliant Stars,80,{F},0
Riolu,Pokmon,Brilliant Stars,79,{F},0
Wormadam,Pokmon,Brilliant Stars,78,{F},0
Flygon,Pokmon,Brilliant Stars,77,{F},0
Vibrava,Pokmon,Brilliant Stars,76,{F},0
Trapinch,Pokmon,Brilliant Stars,75,{F},0
Nosepass,Pokmon,Brilliant Stars,74,{F},0
Hitmontop,Pokmon,Brilliant Stars,73,{F},0
Alcremie,Pokmon,Brilliant Stars,72,{P},0
Milcery,Pokmon,Brilliant Stars,71,{P},0
Mimikyu VMAX,Pokmon,Brilliant Stars,70,{P},0
Mimikyu V,Pokmon,Brilliant Stars,69,{P},0
Dedenne,Pokmon,Brilliant Stars,68,{P},0
Sigilyph,Pokmon,Brilliant Stars,67,{P},0
Whimsicott VSTAR,Pokmon,Brilliant Stars,66,{P},0
Whimsicott V,Pokmon,Brilliant Stars,65,{P},0
Chimecho,Pokmon,Brilliant Stars,64,{P},0
Dusknoir,Pokmon,Brilliant Stars,63,{P},0
Dusclops,Pokmon,Brilliant Stars,62,{P},0
Duskull,Pokmon,Brilliant Stars,61,{P},0
Claydol,Pokmon,Brilliant Stars,60,{P},0
Baltoy,Pokmon,Brilliant Stars,59,{P},0
Granbull V,Pokmon,Brilliant Stars,58,{P},0
Mewtwo,Pokmon,Brilliant Stars,57,{P},0
Starmie,Pokmon,Brilliant Stars,56,{P},0
Clefable,Pokmon,Brilliant Stars,55,{P},0
Clefairy,Pokmon,Brilliant Stars,54,{P},0
Pachirisu,Pokmon,Brilliant Stars,53,{L},0
Luxray,Pokmon,Brilliant Stars,52,{L},0
Luxio,Pokmon,Brilliant Stars,51,{L},0
Shinx,Pokmon,Brilliant Stars,50,{L},0
Raikou V,Pokmon,Brilliant Stars,49,{L},0
Electivire,Pokmon,Brilliant Stars,48,{L},0
Electabuzz,Pokmon,Brilliant Stars,47,{L},0
Raichu V,Pokmon,Brilliant Stars,46,{L},0
Eiscue,Pokmon,Brilliant Stars,45,{W},0
Beartic,Pokmon,Brilliant Stars,44,{W},0
Cubchoo,Pokmon,Brilliant Stars,43,{W},0
Manaphy,Pokmon,Brilliant Stars,42,{W},0
Lumineon V,Pokmon,Brilliant Stars,41,{W},0
Floatzel,Pokmon,Brilliant Stars,40,{W},0
Buizel,Pokmon,Brilliant Stars,39,{W},0
Empoleon,Pokmon,Brilliant Stars,38,{W},0
Prinplup,Pokmon,Brilliant Stars,37,{W},0
Piplup,Pokmon,Brilliant Stars,36,{W},0
Snorunt,Pokmon,Brilliant Stars,35,{W},0
Crawdaunt,Pokmon,Brilliant Stars,34,{W},0
Corphish,Pokmon,Brilliant Stars,33,{W},0
Lapras,Pokmon,Brilliant Stars,32,{W},0
Staryu,Pokmon,Brilliant Stars,31,{W},0
Kingler VMAX,Pokmon,Brilliant Stars,30,{W},0
Kingler V,Pokmon,Brilliant Stars,29,{W},0
Simisear V,Pokmon,Brilliant Stars,28,{R},0
Infernape,Pokmon,Brilliant Stars,27,{R},0
Monferno,Pokmon,Brilliant Stars,26,{R},0
Chimchar,Pokmon,Brilliant Stars,25,{R},0
Torkoal,Pokmon,Brilliant Stars,24,{R},0
Entei V,Pokmon,Brilliant Stars,23,{R},0
Moltres,Pokmon,Brilliant Stars,22,{R},0
Magmortar,Pokmon,Brilliant Stars,21,{R},0
Magmar,Pokmon,Brilliant Stars,20,{R},0
Charizard VSTAR,Pokmon,Brilliant Stars,19,{R},0
Charizard V,Pokmon,Brilliant Stars,18,{R},0
Zarude V,Pokmon,Brilliant Stars,17,{G},0
Karrablast,Pokmon,Brilliant Stars,16,{G},0
Shaymin VSTAR,Pokmon,Brilliant Stars,15,{G},0
Shaymin V,Pokmon,Brilliant Stars,14,{G},0
Cherubi,Pokmon,Brilliant Stars,13,{G},0
Mothim,Pokmon,Brilliant Stars,12,{G},0
Wormadam,Pokmon,Brilliant Stars,11,{G},0
Burmy,Pokmon,Brilliant Stars,10,{G},0
Torterra,Pokmon,Brilliant Stars,9,{G},0
Metal Energy,Energy,Sword & Shield Energy (Brilliant Stars),8,{G},0
Grotle,Pokmon,Brilliant Stars,8,{G},0
Darkness Energy,Energy,Sword & Shield Energy (Brilliant Stars),7,{G},0
Turtwig,Pokmon,Brilliant Stars,7,{G},0
Fighting Energy,Energy,Sword & Shield Energy (Brilliant Stars),6,{G},0
Tropius,Pokmon,Brilliant Stars,6,{G},0
Psychic Energy,Energy,Sword & Shield Energy (Brilliant Stars),5,{G},0
Breloom,Pokmon,Brilliant Stars,5,{G},0
Lightning Energy,Energy,Sword & Shield Energy (Brilliant Stars),4,{G},0
Shroomish,Pokmon,Brilliant Stars,4,{G},0
Water Energy,Energy,Sword & Shield Energy (Brilliant Stars),3,{G},0
Exeggutor,Pokmon,Brilliant Stars,3,{G},0
Fire Energy,Energy,Sword & Shield Energy (Brilliant Stars),2,{G},0
Exeggcute,Pokmon,Brilliant Stars,2,{G},0
Grass Energy,Energy,Sword & Shield Energy (Brilliant Stars),1,{G},0
Glaceon VSTAR,Pokmon,Sword & Shield Promos,197,{W},0
Glaceon V,Pokmon,Sword & Shield Promos,196,{W},0
Leafeon VSTAR,Pokmon,Sword & Shield Promos,195,{G},0
Leafeon V,Pokmon,Sword & Shield Promos,194,{G},0
Jolteon VMAX,Pokmon,Sword & Shield Promos,184,{L},0
Jolteon V,Pokmon,Sword & Shield Promos,183,{L},0
Vaporeon VMAX,Pokmon,Sword & Shield Promos,182,{W},0
Vaporeon V,Pokmon,Sword & Shield Promos,181,{W},0
Flareon VMAX,Pokmon,Sword & Shield Promos,180,{R},0
Flareon V,Pokmon,Sword & Shield Promos,179,{R},0
Fire Energy,Energy,Fusion Strike,284,{R},0
Grass Energy,Energy,Fusion Strike,283,{R},0
Training Court,Trainer,Fusion Strike,282,0,Stadium
Power Tablet,Trainer,Fusion Strike,281,0,Item
Flaaffy,Pokmon,Fusion Strike,280,{L},0
Sidney,Trainer,Fusion Strike,279,0,Supporter
Shauna,Trainer,Fusion Strike,278,0,Supporter
Schoolgirl,Trainer,Fusion Strike,277,0,Supporter
Schoolboy,Trainer,Fusion Strike,276,0,Supporter
Elesas Sparkle,Trainer,Fusion Strike,275,0,Supporter
Dancer,Trainer,Fusion Strike,274,0,Supporter
Chili & Cilan & Cress,Trainer,Fusion Strike,273,0,Supporter
Greedent VMAX,Pokmon,Fusion Strike,272,{C},0
Gengar VMAX,Pokmon,Fusion Strike,271,{D},0
Espeon VMAX,Pokmon,Fusion Strike,270,{P},0
Mew VMAX,Pokmon,Fusion Strike,269,{P},0
Mew VMAX,Pokmon,Fusion Strike,268,{P},0
Boltund VMAX,Pokmon,Fusion Strike,267,{L},0
Inteleon VMAX,Pokmon,Fusion Strike,266,{W},0
Chandelure VMAX,Pokmon,Fusion Strike,265,{R},0
Sidney,Trainer,Fusion Strike,264,0,Supporter
Shauna,Trainer,Fusion Strike,263,0,Supporter
Schoolgirl,Trainer,Fusion Strike,262,0,Supporter
Schoolboy,Trainer,Fusion Strike,261,0,Supporter
Elesas Sparkle,Trainer,Fusion Strike,260,0,Supporter
Dancer,Trainer,Fusion Strike,259,0,Supporter
Chili & Cilan & Cress,Trainer,Fusion Strike,258,0,Supporter
Greedent V,Pokmon,Fusion Strike,257,{C},0
Greedent V,Pokmon,Fusion Strike,256,{C},0
Genesect V,Pokmon,Fusion Strike,255,{M},0
Genesect V,Pokmon,Fusion Strike,254,{M},0
Hoopa V,Pokmon,Fusion Strike,253,{D},0
Sandaconda V,Pokmon,Fusion Strike,252,{F},0
Mew V,Pokmon,Fusion Strike,251,{P},0
Mew V,Pokmon,Fusion Strike,250,{P},0
Boltund V,Pokmon,Fusion Strike,249,{L},0
Crabominable V,Pokmon,Fusion Strike,248,{W},0
Chandelure V,Pokmon,Fusion Strike,247,{R},0
Tsareena V,Pokmon,Fusion Strike,246,{G},0
Celebi V,Pokmon,Fusion Strike,245,{G},0
Fusion Strike Energy,Energy,Fusion Strike,244,{G},0
Spongy Gloves,Trainer,Fusion Strike,243,0,Pokmon Tool
Skaters Park,Trainer,Fusion Strike,242,0,Stadium
Sidney,Trainer,Fusion Strike,241,0,Supporter
Shauna,Trainer,Fusion Strike,240,0,Supporter
Schoolgirl,Trainer,Fusion Strike,239,0,Supporter
Schoolboy,Trainer,Fusion Strike,238,0,Supporter
Quick Ball,Trainer,Fusion Strike,237,0,Item
Power Tablet,Trainer,Fusion Strike,236,0,Item
Judge,Trainer,Fusion Strike,235,0,Supporter
Farewell Bell,Trainer,Fusion Strike,234,0,Pokmon Tool
Elesas Sparkle,Trainer,Fusion Strike,233,0,Supporter
Dancer,Trainer,Fusion Strike,232,0,Supporter
Crossceiver,Trainer,Fusion Strike,231,0,Item
Cross Switcher,Trainer,Fusion Strike,230,0,Item
Cram-o-matic,Trainer,Fusion Strike,229,0,Item
Cook,Trainer,Fusion Strike,228,0,Supporter
Chili & Cilan & Cress,Trainer,Fusion Strike,227,0,Supporter
Bug Catcher,Trainer,Fusion Strike,226,0,Supporter
Battle VIP Pass,Trainer,Fusion Strike,225,0,Item
Adventurers Discovery,Trainer,Fusion Strike,224,0,Supporter
Dubwool,Pokmon,Fusion Strike,223,{C},0
Wooloo,Pokmon,Fusion Strike,222,{C},0
Wooloo,Pokmon,Fusion Strike,221,{C},0
Corvisquire,Pokmon,Fusion Strike,220,{C},0
Rookidee,Pokmon,Fusion Strike,219,{C},0
Greedent VMAX,Pokmon,Fusion Strike,218,{C},0
Greedent V,Pokmon,Fusion Strike,217,{C},0
Hawlucha,Pokmon,Fusion Strike,216,{C},0
Diggersby,Pokmon,Fusion Strike,215,{C},0
Bunnelby,Pokmon,Fusion Strike,214,{C},0
Lopunny,Pokmon,Fusion Strike,213,{C},0
Buneary,Pokmon,Fusion Strike,212,{C},0
Delcatty,Pokmon,Fusion Strike,211,{C},0
Skitty,Pokmon,Fusion Strike,210,{C},0
Smeargle,Pokmon,Fusion Strike,209,{C},0
Stantler,Pokmon,Fusion Strike,208,{C},0
Dunsparce,Pokmon,Fusion Strike,207,{C},0
Snorlax,Pokmon,Fusion Strike,206,{C},0
Eevee,Pokmon,Fusion Strike,205,{C},0
Kangaskhan,Pokmon,Fusion Strike,204,{C},0
Blissey,Pokmon,Fusion Strike,203,{C},0
Chansey,Pokmon,Fusion Strike,202,{C},0
Dodrio V,Pokmon,Fusion Strike,201,{C},0
Persian,Pokmon,Fusion Strike,200,{C},0
Meowth,Pokmon,Fusion Strike,199,{C},0
Turtonator,Pokmon,Fusion Strike,198,{N},0
Goodra,Pokmon,Fusion Strike,197,{N},0
Sliggoo,Pokmon,Fusion Strike,196,{N},0
Goomy,Pokmon,Fusion Strike,195,{N},0
Latios,Pokmon,Fusion Strike,194,{N},0
Latias,Pokmon,Fusion Strike,193,{N},0
Copperajah,Pokmon,Fusion Strike,192,{M},0
Cufant,Pokmon,Fusion Strike,191,{M},0
Corviknight,Pokmon,Fusion Strike,190,{M},0
Melmetal,Pokmon,Fusion Strike,189,{M},0
Meltan,Pokmon,Fusion Strike,188,{M},0
Togedemaru,Pokmon,Fusion Strike,187,{M},0
Klefki,Pokmon,Fusion Strike,186,{M},0
Genesect V,Pokmon,Fusion Strike,185,{M},0
Durant,Pokmon,Fusion Strike,184,{M},0
Excadrill,Pokmon,Fusion Strike,183,{M},0
Skarmory,Pokmon,Fusion Strike,182,{M},0
Galarian Perrserker,Pokmon,Fusion Strike,181,{M},0
Galarian Meowth,Pokmon,Fusion Strike,180,{M},0
Morpeko,Pokmon,Fusion Strike,179,{D},0
Grimmsnarl,Pokmon,Fusion Strike,178,{D},0
Morgrem,Pokmon,Fusion Strike,177,{D},0
Impidimp,Pokmon,Fusion Strike,176,{D},0
Hoopa V,Pokmon,Sword & Shield Promos,176,{D},0
Eevee,Pokmon,Sword & Shield Promos,175,{C},0
Yveltal,Pokmon,Fusion Strike,175,{D},0
Pangoro,Pokmon,Fusion Strike,174,{D},0
Espeon,Pokmon,Sword & Shield Promos,174,{P},0
Mandibuzz,Pokmon,Fusion Strike,173,{D},0
Blitzle,Pokmon,Sword & Shield Promos,173,{L},0
Vullaby,Pokmon,Fusion Strike,172,{D},0
Tepig,Pokmon,Sword & Shield Promos,172,{R},0
Zoroark,Pokmon,Fusion Strike,171,{D},0
Latias,Pokmon,Sword & Shield Promos,171,{N},0
Zorua,Pokmon,Fusion Strike,170,{D},0
Deoxys,Pokmon,Sword & Shield Promos,170,{P},0
Garbodor,Pokmon,Fusion Strike,169,{D},0
Pyukumuku,Pokmon,Sword & Shield Promos,169,{W},0
Oricorio,Pokmon,Sword & Shield Promos,168,{R},0
Trubbish,Pokmon,Fusion Strike,168,{D},0
Darkrai,Pokmon,Fusion Strike,167,{D},0
Toxicroak,Pokmon,Fusion Strike,166,{D},0
Croagunk,Pokmon,Fusion Strike,165,{D},0
Absol,Pokmon,Fusion Strike,164,{D},0
Sharpedo,Pokmon,Fusion Strike,163,{D},0
Carvanha,Pokmon,Fusion Strike,162,{D},0
Galarian Obstagoon,Pokmon,Fusion Strike,161,{D},0
Galarian Linoone,Pokmon,Fusion Strike,160,{D},0
Galarian Zigzagoon,Pokmon,Fusion Strike,159,{D},0
Tyranitar V,Pokmon,Fusion Strike,158,{D},0
Gengar VMAX,Pokmon,Fusion Strike,157,{D},0
Gengar V,Pokmon,Fusion Strike,156,{D},0
Falinks,Pokmon,Fusion Strike,155,{F},0
Falinks,Pokmon,Fusion Strike,154,{F},0
Dragonite V,Pokmon,Sword & Shield Promos,154,{N},0
Grapploct,Pokmon,Fusion Strike,153,{F},0
Clobbopus,Pokmon,Fusion Strike,152,{F},0
Bewear,Pokmon,Fusion Strike,151,{F},0
Stufful,Pokmon,Fusion Strike,150,{F},0
Pancham,Pokmon,Fusion Strike,149,{F},0
Landorus,Pokmon,Fusion Strike,148,{F},0
Drilbur,Pokmon,Fusion Strike,147,{F},0
Lucario V,Pokmon,Fusion Strike,146,{F},0
Claydol,Pokmon,Fusion Strike,145,{F},0
Baltoy,Pokmon,Fusion Strike,144,{F},0
Hariyama,Pokmon,Fusion Strike,143,{F},0
Makuhita,Pokmon,Fusion Strike,142,{F},0
Gliscor,Pokmon,Fusion Strike,141,{F},0
Gligar,Pokmon,Fusion Strike,140,{F},0
Steelix,Pokmon,Fusion Strike,139,{F},0
Onix,Pokmon,Fusion Strike,138,{F},0
Golem,Pokmon,Fusion Strike,137,{F},0
Graveler,Pokmon,Fusion Strike,136,{F},0
Geodude,Pokmon,Fusion Strike,135,{F},0
Primeape,Pokmon,Fusion Strike,134,{F},0
Mankey,Pokmon,Fusion Strike,133,{F},0
Sandslash,Pokmon,Fusion Strike,132,{F},0
Sandshrew,Pokmon,Fusion Strike,131,{F},0
Dragapult,Pokmon,Fusion Strike,130,{P},0
Drakloak,Pokmon,Fusion Strike,129,{P},0
Dreepy,Pokmon,Fusion Strike,128,{P},0
Indeedee,Pokmon,Fusion Strike,127,{P},0
